text,industry,sentiment,customer_intent,primary_aspect,aspect_flag,aspect_sentiment,emotion,priority
great communication with delivery person,logistics,2,2,4,fallback_support,2,1,0
keep it up,logistics,1,1,4,fallback_support,1,0,0
product return,logistics,1,1,7,refund,1,0,0
very good delivery person,logistics,2,2,4,fallback_support,2,1,0
parcel stuck at center had to collect personally not worth delivery fee,logistics,0,0,6,pricing,0,3,2
did not order this item,logistics,0,0,4,fallback_support,1,0,1
item not delivered,logistics,1,0,4,fallback_support,0,0,0
delivery boy unresponsive had to collect from office,logistics,0,0,4,fallback_support,1,0,1
delivery person rude addressing customer,logistics,0,0,3,behaviour,0,3,2
delivery agent polite respectful,logistics,2,2,4,fallback_support,2,1,0
IDFC bank service excellent,logistics,2,2,4,fallback_support,2,1,0
order never reached me,logistics,1,1,4,fallback_support,1,0,0
great delivery service on time,logistics,2,2,4,fallback_support,2,1,0
fast delivery good updates,logistics,2,2,4,fallback_support,2,1,0
bank shipment returned undelivered,logistics,1,1,7,refund,1,0,0
speed delivery of product,logistics,1,1,4,fallback_support,1,0,0
please change details,logistics,1,1,4,fallback_support,1,0,0
cancel order,logistics,1,1,4,fallback_support,1,0,0
reduce delivery charges request,logistics,1,1,4,fallback_support,1,0,0
good service,logistics,1,2,4,fallback_support,2,1,0
continue same approach,logistics,1,1,4,fallback_support,1,0,0
delivery agent did not reach exact location,logistics,0,0,4,fallback_support,1,0,1
card available from november at bluedart office,logistics,1,1,4,fallback_support,1,0,0
timely parcel updates,logistics,1,1,4,fallback_support,2,0,0
customer support excellent,logistics,2,2,4,support,2,1,0
parcel not received yet,logistics,1,1,2,damage_lost,0,0,0
parcel marked delivered but not received,logistics,0,0,2,damage_lost,0,4,3
delay without reason for days,logistics,1,0,0,delay,0,2,2
didnt call before delivery and handed parcel to unknown person,logistics,0,0,4,support,1,0,1
transparency needed please call me,logistics,1,1,4,support,1,0,0
delivery boy behaved very badly,logistics,0,0,4,fallback_support,0,3,2
fraud product received,logistics,0,0,4,fallback_support,1,4,3
Yas ,logistics,1,1,4,fallback_support,1,0,0
deliver not at time,logistics,1,1,4,fallback_support,1,0,0
parcel not received personally,logistics,0,0,2,damage_lost,0,4,3
arrogant delivery boy behaviour,logistics,0,0,3,behaviour,1,0,2
delivery boy asked me to come outside instead of home,logistics,0,0,4,fallback_support,1,0,1
online verification improvement suggestion,logistics,1,1,4,fallback_support,1,0,0
product handed to unknown person,logistics,0,0,4,fallback_support,1,0,1
on nd attempt,logistics,1,1,4,fallback_support,1,0,0
courier service not interested,logistics,0,0,4,fallback_support,1,0,1
delivery ok,logistics,1,1,4,fallback_support,1,0,0
delivery agent attitude very good,logistics,2,2,4,fallback_support,2,1,0
expand delivery area,logistics,1,1,4,fallback_support,1,0,0
cancelled order still delivered to security,logistics,0,0,4,fallback_support,1,0,1
product broken on delivery,logistics,0,0,2,damage_lost,0,4,3
fake parcel received fraud,logistics,0,0,4,fallback_support,0,4,3
frustrating slow delivery extremely disappointed,logistics,0,0,4,fallback_support,1,0,1
parcel not delivered on time repeated delays delivery boy did not attempt delivery office blamed staff leave,logistics,0,0,0,delay,0,3,2
didnt receive package my address change,logistics,0,0,4,fallback_support,1,0,1
status shows delivered but not delivered,logistics,0,0,4,fallback_support,0,3,2
into,logistics,1,1,4,fallback_support,1,0,0
didnt receive shipment,logistics,0,0,4,fallback_support,1,0,1
product change return manipulation issue,logistics,1,0,7,refund,0,0,0
excellent service thank you please call recipient before delivery,logistics,2,2,4,support,2,1,0
good dealing and service,logistics,2,2,4,fallback_support,2,1,0
service of local agent very poor they wait day deliver that too after contact them,logistics,0,0,4,support,0,3,2
Ycohxiyxi,logistics,1,1,4,fallback_support,1,0,0
delivery excellent,logistics,2,2,4,fallback_support,2,1,0
Overall all good experience and time consuming process,logistics,2,2,4,fallback_support,2,1,0
Coming from ICICI bank my experience has been great while opening the account knowledgeable staff helpful service,logistics,2,2,4,fallback_support,2,1,0
parcel not received but delivery message sent,logistics,0,0,2,damage_lost,0,4,3
pathetic experience overall,logistics,1,1,4,fallback_support,1,0,0
delivery partner very kind and humble,logistics,2,2,4,fallback_support,2,1,0
fraud service cheaters,logistics,0,0,4,fallback_support,1,4,3
offensive language feedback,logistics,1,1,6,pricing,1,0,0
sandip bhai polte cooperative in deliver product,logistics,1,1,4,fallback_support,1,0,0
brilliant,logistics,1,1,4,fallback_support,1,0,0
parcel delayed despite reaching city had to collect from hub,logistics,0,0,0,delay,0,3,2
all ok for now,logistics,1,1,4,fallback_support,1,0,0
item broken in parcel,logistics,0,0,2,damage_lost,0,4,3
no return link available how to return,logistics,1,1,7,refund,1,0,0
product quality below expectation,logistics,0,0,4,fallback_support,1,0,1
take too much time deliver orderdelayed delivery,logistics,0,0,0,delay,0,3,2
should provide delivery contact number,logistics,1,1,4,support,1,0,0
delivery partner rude misbehaved,logistics,0,0,3,behaviour,0,3,2
havent received parcel yet,logistics,1,1,4,fallback_support,1,0,0
very late delivery poor support,logistics,0,0,0,delay,0,3,2
good procedure,logistics,2,2,4,fallback_support,2,1,0
please provide phone number with shipment,logistics,1,1,4,fallback_support,1,0,0
courier not delivered to home,logistics,1,0,4,fallback_support,0,0,0
not received,logistics,0,0,2,damage_lost,0,4,3
pol,logistics,1,1,4,fallback_support,1,0,0
delivery demanded full ID proof suspicious behavior,logistics,1,1,3,behaviour,1,0,0
delivery date missed repeated false messages,logistics,1,1,4,fallback_support,1,0,0
all is well,logistics,1,1,4,fallback_support,1,0,0
im happy,logistics,2,2,4,fallback_support,2,1,0
package delivered safely,logistics,2,2,4,fallback_support,2,1,0
not received but marked delivered,logistics,1,1,2,damage_lost,0,0,0
fraud website low quality watch no refund,logistics,0,0,7,refund,0,4,3
late delivery should avoid,logistics,1,0,0,delay,0,0,1
delivery service not good,logistics,0,0,4,fallback_support,2,1,1
order stuck near hub for half day,logistics,0,0,4,fallback_support,0,3,2
mera parcel day ke baad mila h wo bhi mujhe khud jana pda h courior centre,logistics,1,1,4,fallback_support,1,0,0
have not received any parcel,logistics,0,0,2,damage_lost,0,4,3
good bank and service,logistics,2,2,4,fallback_support,2,1,0
delivery correct suggestion to call before arrival,logistics,1,1,4,support,1,0,0
product does not fit phone,logistics,1,1,4,fallback_support,1,0,0
worst service regional delay,logistics,0,0,0,delay,0,3,2
bad,logistics,0,0,4,fallback_support,0,3,2
order not received but marked delivered,logistics,0,0,2,damage_lost,0,4,3
service,logistics,1,1,4,fallback_support,1,0,0
delivery tracking shows delivered but not received,logistics,0,0,2,damage_lost,0,4,3
make delivery more timely expected yesterday,logistics,1,1,4,fallback_support,2,0,0
very late delivery false premise closed update,logistics,0,0,0,delay,0,3,2
courier did not deliver card claimed no response twice,logistics,0,0,4,support,0,3,2
pathetic service,logistics,1,1,4,fallback_support,1,0,0
have not received my package,logistics,0,0,2,damage_lost,0,4,3
superb,logistics,2,2,4,fallback_support,2,1,0
your delivery agent throw rhe product call recording of what he say he accept he throw parcel he do that again what kind of behaviour this he didnt give my parcel my mother respectfully,logistics,0,0,3,behaviour,1,0,2
delivery not received,logistics,1,1,2,damage_lost,0,0,0
on time delivery satisfied,logistics,1,1,4,fallback_support,2,1,0
please cancel product and contact immediately,logistics,1,1,4,support,1,0,0
day bad delivery slow service,logistics,0,0,0,delay,0,3,2
excellent,logistics,2,2,4,fallback_support,2,1,0
bad product scam,logistics,0,0,4,fallback_support,0,4,3
material not delivered,logistics,0,0,4,fallback_support,0,3,2
very nice service jai hind,logistics,2,2,4,fallback_support,2,1,0
parcel delivered late,logistics,1,0,0,delay,0,0,1
worst delivery experience received after one month,logistics,0,0,4,fallback_support,0,3,2
wrong product received refund required,logistics,0,0,7,refund,0,4,3
didnt receive at residence need clarification,logistics,1,1,4,fallback_support,1,0,0
delivery person call day ago,logistics,1,1,4,support,1,0,0
delivery marked delivered but parcel not received,logistics,0,0,2,damage_lost,0,4,3
card not delivered yet,logistics,0,0,0,delay,0,3,2
fast delivery all update on time,logistics,2,2,4,fallback_support,2,1,0
request clearing old obligations otherwise service good,logistics,2,2,4,fallback_support,2,1,0
love agent behaviour,logistics,2,2,3,behaviour,2,1,0
protein bar missing poor packing,logistics,0,0,4,fallback_support,0,3,2
please deliver medicine before evening,logistics,1,1,4,fallback_support,1,0,0
delivery person did not contact repeatedly,logistics,0,0,3,behaviour,1,0,2
delivery boy not polite,logistics,0,0,3,behaviour,2,0,2
confusing communication difficult to connect,logistics,0,0,4,fallback_support,1,0,1
fast service,logistics,2,2,4,fallback_support,2,1,0
product delivered smoothly in good condition polite delivery boy,logistics,2,2,4,fallback_support,2,1,0
shipment not received,logistics,0,0,2,damage_lost,0,4,3
why parcel delivered to someone else,logistics,1,1,4,fallback_support,1,0,0
easy doorstep delivery process,logistics,1,1,4,fallback_support,1,0,0
sometimes local delay observed,logistics,1,0,0,delay,0,2,2
bad quality product,logistics,0,0,4,fallback_support,0,3,2
improve door step delivery,logistics,1,1,4,fallback_support,1,0,0
delivery partner well behave,logistics,1,1,4,fallback_support,1,0,0
product very bad want return,logistics,1,0,7,refund,0,0,0
delivery service delayed 4 days for short distance unprofessional,logistics,0,0,0,delay,0,3,2
deliver within estimated date,logistics,1,1,4,fallback_support,1,0,0
please confirm address on call,logistics,1,1,4,support,1,0,0
delivery agent gave false assurance lied about delivery,logistics,0,0,4,fallback_support,1,0,1
delivery person rude cancelled order,logistics,0,0,3,behaviour,0,3,2
parcel not delivered for days staff not interested in delivery poor service not recommended,logistics,0,0,4,fallback_support,0,3,2
medicine refused without contact very bad service,logistics,0,0,4,support,0,3,2
it not deliver visit office pick up after long follow up pathetic service,logistics,0,0,4,support,1,2,1
parcel thrown into mud by delivery staff,logistics,0,0,4,fallback_support,1,0,1
service good fast but improve connectivity day by day,logistics,2,2,4,fallback_support,2,1,0
open box received broken bottle inside,logistics,0,0,2,damage_lost,0,4,3
tell your staff maintain some patience while have conversation,logistics,1,1,4,fallback_support,1,0,0
no query,logistics,1,1,4,support,1,0,0
cash payment issue,logistics,1,0,6,pricing,0,0,0
no delivery contact but parcel marked delivered unacceptable,logistics,0,0,4,support,1,0,1
different colour delivered,logistics,0,0,4,fallback_support,1,0,1
delivery on promised date appreciated,logistics,2,2,4,fallback_support,2,1,0
love polite behaviour of delivery agent,logistics,2,2,3,behaviour,2,1,0
parcel given to unknown person,logistics,1,1,4,fallback_support,1,0,0
document delivered on time will recommend bluedart,logistics,2,2,4,fallback_support,2,1,0
need rural delivery improvement,logistics,1,1,4,fallback_support,1,0,0
home delivery preference,logistics,1,1,4,fallback_support,1,0,0
excellent prompt delivery communication,logistics,2,2,4,fallback_support,2,1,0
delivery slow,logistics,0,0,0,delay,0,3,2
very happy with delivery partner behaviour,logistics,2,2,3,behaviour,2,1,0
prashant always polite and on time,logistics,2,2,4,fallback_support,2,1,0
let customer know exact delivery date instead of apologizing later,logistics,1,0,0,delay,0,0,1
delivery delayed by almost month,logistics,0,0,0,delay,0,3,2
try deliver next day,logistics,1,1,4,fallback_support,1,0,0
very bad delivery experience,logistics,0,0,4,fallback_support,0,3,2
delivery delayed compared to tracking date,logistics,0,0,0,delay,0,3,2
wrong order delivered very bad,logistics,0,0,4,fallback_support,0,3,2
excellent delivery behaviour thanks bluedart,logistics,1,2,3,behaviour,2,1,0
do not receive parcel,logistics,0,0,4,fallback_support,1,0,1
delivery agent did not call before delivery,logistics,0,0,3,behaviour,1,0,2
yoyo honey singh,logistics,1,1,4,fallback_support,1,0,0
let delivery happen,logistics,1,1,4,fallback_support,1,0,0
my icici bank credit card not deliver,logistics,0,0,4,fallback_support,1,0,1
delivery very fast,logistics,2,2,4,fallback_support,2,1,0
on doorstep,logistics,1,1,4,fallback_support,1,0,0
delivery staff very rude and unprofessional language,logistics,0,0,3,behaviour,0,3,2
incorrect delivery details,logistics,1,1,1,wrong_delivery,0,0,1
account opening process is very fast,logistics,2,2,4,fallback_support,2,1,0
minimal call deliver at st floor,logistics,1,1,4,support,1,0,0
it is okay overall,logistics,1,1,4,fallback_support,1,0,0
deliver product properly,logistics,1,1,4,fallback_support,1,0,0
no call from delivery executive,logistics,1,1,3,behaviour,1,0,0
receive product in good condition on time quality excellent,logistics,2,2,4,fallback_support,2,1,0
very bad delivery,logistics,0,0,4,fallback_support,0,3,2
delivery agent number should be shared,logistics,1,1,4,fallback_support,1,0,0
partner did not contact me,logistics,1,1,3,behaviour,1,0,0
it show out for delivery since last day but in track it show customer refuse a no one come deliver or even contact me for delivery pathetic service,logistics,0,0,5,tracking,1,0,0
no regret satisfied,logistics,2,2,4,fallback_support,2,1,0
do not receive my parcel,logistics,0,0,4,fallback_support,1,0,1
very good delivery service by team,logistics,2,2,4,fallback_support,2,1,0
low quality product,logistics,0,0,4,fallback_support,1,0,1
excellent delivery service keep it up,logistics,2,2,4,fallback_support,2,1,0
late delivery but resolved after contacting customer care,logistics,1,0,0,delay,0,1,1
product damaged perfume bottle empty,logistics,0,0,2,damage_lost,0,4,3
share delivery time slot,logistics,1,1,4,fallback_support,1,0,0
return request raised,logistics,1,1,7,refund,1,0,0
service bad overall,logistics,1,0,4,fallback_support,0,0,0
nice behaviour by staff,logistics,2,2,3,behaviour,2,1,0
thanks for support,logistics,2,2,4,support,2,1,0
veery rude staff they call all people pic parcel in office why we go office for pic where delivery partner why he not delivery,logistics,0,0,3,behaviour,0,3,2
parcel left with security without informing,logistics,1,1,4,fallback_support,1,0,0
delivery boy conversation rude,logistics,0,0,3,behaviour,0,3,2
nice service and good delivery person,logistics,2,2,4,fallback_support,2,1,0
parcel marked not available without call,logistics,0,0,4,support,1,0,1
provide RTO paperwork fast,logistics,1,1,4,fallback_support,2,0,0
alternate number otp option required,logistics,1,1,4,fallback_support,1,0,0
your delivery lovely,logistics,2,2,4,fallback_support,2,1,0
open package delivery suggestion,logistics,1,1,4,fallback_support,1,0,0
very rude delivery partner no patience,logistics,0,0,3,behaviour,0,3,2
parcel left on doorstep without informing,logistics,1,1,4,fallback_support,1,0,0
parcel delivered to wrong location,logistics,0,0,1,wrong_delivery,0,3,2
false address remarks never call customer,logistics,0,0,4,support,1,0,1
it good service,logistics,2,2,4,fallback_support,2,1,0
delivery boy collected money despite prepaid order,logistics,0,0,4,fallback_support,1,0,1
delivered after weeks forced pickup,logistics,1,1,4,fallback_support,1,0,0
delivery time not met poor service,logistics,0,0,4,fallback_support,0,3,2
courier boy behaved unprofessionally refused office delivery,logistics,0,0,3,behaviour,0,3,2
effective reliable delivery parcel also well deliver on time too thankyou bhaiya,logistics,2,2,4,fallback_support,2,1,0
abusive language very poor service,logistics,0,0,4,fallback_support,0,3,2
delivered one day late,logistics,1,0,0,delay,0,0,1
Plz make sure ur deliver boy can read d board on houses he cant read an English name on house,logistics,1,1,4,fallback_support,1,0,0
online account management improvement suggestion,logistics,1,1,4,fallback_support,1,0,0
delivery staff lacks basic manners very poor,logistics,0,0,4,fallback_support,0,3,2
received wrong product want correct item,logistics,0,0,4,fallback_support,0,3,2
bank commission suggestion,logistics,1,1,4,fallback_support,1,0,0
professional service,logistics,2,2,4,fallback_support,2,1,0
courier not delivered,logistics,0,0,4,fallback_support,0,3,2
delivery one day late,logistics,0,0,0,delay,0,3,2
very rude staff,logistics,0,0,3,behaviour,0,3,2
delivery related feedback,logistics,1,0,0,delay,0,0,1
stitching defect inner pocket torn,logistics,0,0,2,damage_lost,0,4,3
delivery boy very polite good service,logistics,2,2,4,fallback_support,2,1,0
worst experience ever,logistics,1,0,4,fallback_support,0,0,0
Already said in first option in details please check,logistics,1,1,4,fallback_support,1,0,0
wm not polite,logistics,0,0,3,behaviour,2,0,2
worst service no call forced office pickup,logistics,1,0,3,behaviour,0,0,0
didnt receive coruier mark deliver,logistics,1,1,4,fallback_support,1,0,0
delivery agent behaviour not satisfactory,logistics,0,0,3,behaviour,1,0,2
friendly helpful,logistics,2,2,4,fallback_support,2,1,0
fraud ordered flash drive received mobile cover,logistics,0,0,4,fallback_support,1,4,3
fake delivery status consignee unavailable,logistics,0,0,5,tracking,0,3,2
very bad,logistics,0,0,4,fallback_support,0,3,2
delivery experience terrible,logistics,0,0,4,fallback_support,1,0,1
delivery staff misbehaved while delivering documents,logistics,0,0,3,behaviour,1,0,2
return parcel requested,logistics,1,1,7,refund,1,0,0
parcel undelivered,logistics,0,0,4,fallback_support,1,0,1
delivery agent drunk and spamming calls,logistics,0,0,4,support,1,0,1
no door delivery in some areas please improve,logistics,1,1,4,fallback_support,1,0,0
transparent reason for non delivery required,logistics,1,1,4,fallback_support,1,0,0
atm card received but google services not working please call,logistics,1,1,4,support,1,0,0
parcel not received after long wait,logistics,0,0,2,damage_lost,0,4,3
delivery person very polite and professional,logistics,2,2,4,fallback_support,2,1,0
delivery agent fake premise closed remark,logistics,0,0,4,fallback_support,0,3,2
delivery partner rude and unprofessional strict action required,logistics,0,0,3,behaviour,0,3,2
xyz,logistics,1,1,4,fallback_support,1,0,0
delivery guy good,logistics,2,2,4,fallback_support,2,1,0
colour slightly different but acceptable,logistics,1,1,4,fallback_support,1,0,0
Pathetic Delivery person Beeresh entered my society,logistics,1,1,4,fallback_support,1,0,0
delivered to wrong name person,logistics,1,0,1,wrong_delivery,0,0,1
false customer not available update extremely disappointing,logistics,0,0,4,fallback_support,1,0,1
late delivery wrong tracking updates no attempt,logistics,0,0,0,delay,0,3,2
parcel not received,logistics,0,0,2,damage_lost,0,4,3
smartwatch battery poor,logistics,0,0,4,fallback_support,0,3,2
delivery boy very friendly and polite,logistics,2,2,4,fallback_support,2,1,0
have to self collect parcel,logistics,1,1,4,fallback_support,1,0,0
awesome fast service,logistics,2,2,4,fallback_support,2,1,0
plz how return this order,logistics,1,1,7,refund,1,0,0
not so good,logistics,0,0,4,fallback_support,2,1,1
fraud saaalee,logistics,0,0,4,fallback_support,1,4,3
delivery delayed without contact details,logistics,0,0,0,delay,0,3,2
timely delivery satisfactory behaviour,logistics,2,2,3,behaviour,2,1,0
really appreciate service,logistics,2,2,4,fallback_support,2,1,0
delivery boy did not come to deliver parcel and kept updating false status,logistics,0,0,4,fallback_support,1,0,1
delivery too much delayed,logistics,0,0,0,delay,0,3,2
fast and good delivery service,logistics,2,2,4,fallback_support,2,1,0
please take back product havent receive it,logistics,1,1,4,fallback_support,1,0,0
need customer helpline number,logistics,1,1,4,support,1,0,0
he ask for delevery message dont know why,logistics,1,1,4,fallback_support,1,0,0
never received courier only delivery message received,logistics,1,1,2,damage_lost,1,0,0
bad delivery experience,logistics,0,0,4,fallback_support,0,3,2
please update track id with otp,logistics,1,1,5,tracking,1,0,1
live tracking needed,logistics,1,1,5,tracking,1,0,1
delivery staff rude elderly harassment,logistics,0,0,3,behaviour,0,4,3
box broken,logistics,1,1,2,damage_lost,0,0,0
not single delivery agent call on provided delivery number not try deliver home address there simply update a address not find in portal it very frustruting for u locate your courier office go there collect parcel it good we itself start delivery work rather than give high repute company like dhl,logistics,1,2,4,support,2,1,0
wrong picture used for delivery proof,logistics,0,0,4,fallback_support,0,3,2
Pl Take care and give preference to senior citizen,logistics,1,1,4,fallback_support,1,0,0
convenient doorstep delivery,logistics,2,2,4,fallback_support,2,1,0
delivery marked completed but delivered to wrong address,logistics,0,0,1,wrong_delivery,0,3,2
quick delivery thanks,logistics,2,2,4,fallback_support,2,1,0
had to pick order from store not delivered,logistics,0,0,4,fallback_support,0,3,2
average experience not good,logistics,0,0,4,fallback_support,2,1,1
false delivery report without attempt,logistics,0,0,4,fallback_support,1,0,1
hr late delivery,logistics,1,0,0,delay,0,0,1
add contact number and prior intimation system,logistics,1,1,4,support,1,0,0
delivery person gave missed call asked otp before reaching then disappeared,logistics,0,0,4,support,1,0,1
false address updates no calls,logistics,0,0,3,behaviour,1,0,2
delivery late by one day,logistics,1,0,0,delay,0,0,1
reduce average monthly balance request,logistics,1,1,4,fallback_support,1,0,0
no response from delivery office,logistics,1,1,4,support,0,0,0
packet opened and damaged,logistics,1,0,2,damage_lost,0,3,3
worst delivery agent,logistics,0,0,4,fallback_support,0,3,2
deliver correct product,logistics,1,1,4,fallback_support,1,0,0
Very bad experience app crashed during VKYC repeatedly,logistics,0,0,4,fallback_support,0,3,2
very bad pathetic service,logistics,0,0,4,fallback_support,0,3,2
on time courteous delivery staff,logistics,2,2,4,fallback_support,2,4,3
good l,logistics,1,2,4,fallback_support,2,1,0
size not fit want exchange,logistics,1,1,7,refund,1,0,0
no delivery attempt while at home,logistics,0,0,4,fallback_support,1,0,1
happy with service,logistics,1,2,4,fallback_support,2,1,0
wrong product received fraud website,logistics,0,0,4,fallback_support,0,4,3
refused exact delivery location,logistics,1,1,4,fallback_support,1,0,0
had to collect parcel from hub far away customer care did not help,logistics,0,0,4,support,1,0,1
need call or message before delivery,logistics,1,1,4,support,1,0,0
not received any shipment,logistics,0,0,2,damage_lost,0,4,3
fake delivery attempt no contact made,logistics,0,0,4,support,0,3,2
delivery boy behaved well,logistics,2,2,4,fallback_support,2,1,0
delivery far from address poor service,logistics,0,0,4,fallback_support,0,3,2
already best service,logistics,2,2,4,fallback_support,2,1,0
Overall good experience,logistics,2,2,4,fallback_support,2,1,0
unable to deliver item on time,logistics,0,0,4,fallback_support,2,0,1
resolve complaints faster,logistics,1,1,4,support,0,3,2
good banking service,logistics,2,2,4,fallback_support,2,1,0
order not received yet,logistics,1,1,2,damage_lost,0,0,0
excellent behaviour and performance,logistics,2,2,3,behaviour,2,1,0
good service with good behaviour,logistics,2,2,3,behaviour,2,1,0
no delivery attempt false house not found remark,logistics,0,0,4,fallback_support,1,0,1
early delivery very happy,logistics,2,2,4,fallback_support,2,1,0
want return jeans,logistics,1,1,7,refund,1,0,0
delivery never attempted at address,logistics,0,0,4,fallback_support,1,0,1
your service excellent thank you,logistics,2,2,4,fallback_support,2,1,0
satisfied with delivery,logistics,2,2,4,fallback_support,2,1,0
delivery time very late,logistics,0,0,0,delay,0,3,2
packaging was not good,logistics,0,0,4,fallback_support,2,1,1
need better order tracking details,logistics,1,1,5,tracking,1,0,1
very poor delayed delivery,logistics,0,0,0,delay,0,3,2
very fast service happy with bluedart,logistics,2,2,4,fallback_support,2,1,0
everything good packing and time management excellent,logistics,2,2,4,fallback_support,2,1,0
delivery person refused to go to first floor and could not understand address,logistics,0,0,4,fallback_support,1,0,1
Very rude and unprofessional delivery person- Ashish Chowdhury.,logistics,0,0,3,behaviour,0,3,2
package returned without visiting house marked shifted debit card risk,logistics,0,0,7,refund,0,4,3
delivery person polite patient satisfied,logistics,2,2,4,fallback_support,2,1,0
item delivered promptly after confirmation,logistics,2,2,4,fallback_support,2,1,0
failed delivery had to go depot,logistics,0,0,4,fallback_support,1,0,1
not delivered to home address collected from store,logistics,1,0,4,fallback_support,0,0,0
thik hai,logistics,1,1,4,fallback_support,1,0,0
delivery person asked me to collect parcel otherwise postponed delivery,logistics,0,0,0,delay,0,3,2
best agent,logistics,2,2,4,fallback_support,2,1,0
please share tentative delivery time in advance,logistics,1,1,4,fallback_support,1,0,0
poor service by delivery guy,logistics,0,0,4,fallback_support,0,3,2
delivery marked refused without attempt,logistics,1,1,4,fallback_support,1,0,0
behaviour of delivery boy not good,logistics,0,0,3,behaviour,2,1,2
do not buy product quality poor,logistics,0,0,4,fallback_support,0,3,2
amazing hassle free delivery cooperative agent,logistics,2,2,4,fallback_support,2,1,0
bad product delivered,logistics,0,0,4,fallback_support,0,3,2
parcel delivered to wrong person wrong address,logistics,0,0,1,wrong_delivery,0,3,2
very slow delivery service,logistics,0,0,4,fallback_support,0,3,2
forced hub pickup despite address availability,logistics,0,0,4,fallback_support,1,0,1
my courier delivery do wrong personi didnt receive my courier,logistics,0,0,4,fallback_support,0,3,2
please give delivery guy proper phone,logistics,1,1,4,fallback_support,1,0,0
wrong item received please return,logistics,0,0,7,refund,0,4,3
irrelevant message,logistics,1,1,4,fallback_support,1,0,0
your delivery service was very late,logistics,0,0,0,delay,0,3,2
product not received fraud without otp,logistics,1,1,2,damage_lost,0,4,3
delivery date missed expected earlier delivery,logistics,1,1,4,fallback_support,1,0,0
received order near location on time,logistics,2,2,4,fallback_support,2,1,0
product quality poor,logistics,1,1,4,fallback_support,0,0,0
have go warehouse collect product,logistics,1,1,4,fallback_support,1,0,0
recipient verification not done,logistics,1,1,4,fallback_support,1,0,0
do not receive my parcel yet,logistics,0,0,4,fallback_support,1,0,1
did not receive my order and no call received,logistics,0,0,2,damage_lost,0,4,3
excellent delivery service,logistics,2,2,4,fallback_support,2,1,0
very happy,logistics,2,2,4,fallback_support,2,1,0
delivery boy decent requested advance contact,logistics,1,1,4,support,1,0,0
delivery person behaved rudely with housewife,logistics,0,0,3,behaviour,0,3,2
parcel not received for a week had to collect from office,logistics,0,0,2,damage_lost,0,4,3
good fast service,logistics,2,2,4,fallback_support,2,1,0
delivery took extra day,logistics,1,1,4,fallback_support,1,0,0
appreciate prompt delivery kind associate,logistics,2,2,4,fallback_support,2,1,0
goed wark,logistics,1,1,4,fallback_support,1,0,0
my last credit card dilevery very bad,logistics,0,0,4,fallback_support,0,3,2
blue dart best service provider,logistics,2,2,4,fallback_support,2,1,0
very poor service language and behaviour unacceptable,logistics,1,1,3,behaviour,0,3,2
Good service provided,logistics,2,2,4,fallback_support,2,1,0
parcel delivered without my knowledge,logistics,0,0,4,fallback_support,1,0,1
call at time of delivery requested,logistics,1,1,4,support,1,0,0
ok recommend,logistics,1,1,4,fallback_support,1,0,0
delivery partner uncooperative,logistics,0,0,4,fallback_support,1,0,1
Not satisfied due to customer care service representative not pick the phone,logistics,0,0,4,support,2,1,1
provide delivery contact number in sms,logistics,1,1,4,support,1,0,0
delivery product different which order,logistics,1,1,4,fallback_support,1,0,0
courier marked delivered without delivery unacceptable,logistics,0,0,4,fallback_support,1,0,1
box squished inside,logistics,1,1,4,fallback_support,1,0,0
product not working charging issue,logistics,0,0,4,fallback_support,0,3,2
return requested,logistics,1,1,7,refund,1,0,0
no suggestion as of now,logistics,1,1,4,fallback_support,1,0,0
delivery should be to mentioned address only,logistics,1,1,4,fallback_support,1,0,0
very accurate delivery,logistics,1,1,4,fallback_support,1,0,0
duplicate parcel fraud,logistics,0,0,4,fallback_support,1,4,3
did not come on scheduled day,logistics,1,1,4,fallback_support,1,0,0
not get shipment,logistics,1,1,4,fallback_support,1,0,0
delivery agent phone number needed,logistics,1,1,4,fallback_support,1,0,0
excellent account opening support,logistics,2,2,4,support,2,1,0
tracking info not updated properly,logistics,0,0,5,tracking,1,0,0
No,logistics,1,1,4,fallback_support,1,0,0
good gesture,logistics,2,2,4,fallback_support,2,1,0
delivery partner follows own timing,logistics,1,1,4,fallback_support,1,0,0
good support by team,logistics,2,2,4,support,2,1,0
delivery person very rude unacceptable,logistics,0,0,3,behaviour,0,3,2
do not deliver me,logistics,0,0,4,fallback_support,1,0,1
out for delivery status only,logistics,1,1,4,fallback_support,1,0,0
rude behaviour reported,logistics,0,0,3,behaviour,0,3,2
delivery delay noted,logistics,1,0,0,delay,0,2,2
very nice service experience,logistics,2,2,4,fallback_support,2,1,0
good behaviour by staff,logistics,2,2,3,behaviour,2,1,0
delayed delivery had to visit location,logistics,1,0,0,delay,0,2,2
reliability generally good,logistics,1,2,4,fallback_support,2,1,0
not setisfied,logistics,1,1,4,fallback_support,1,0,0
staff need maturity in customer handling,logistics,1,1,4,fallback_support,1,0,0
fraudulent parcel attempt reported,logistics,0,0,4,fallback_support,1,4,3
delivery agent called to locate address,logistics,1,1,4,support,1,0,0
great job by santosh,logistics,2,2,4,fallback_support,2,1,0
good service arrive early safe first attempt deliver even if call not get connect delevery person contact through whatsapp call,logistics,2,2,4,support,2,1,0
service really good,logistics,2,2,4,fallback_support,2,1,0
location awareness needed,logistics,1,1,4,fallback_support,1,0,0
