text,industry,sentiment,customer_intent,primary_aspect,aspect_sentiment,emotion,priority
added beneficiary cooling time should be reduced,banking,1,5,13,1,4,0
provide more employees,banking,1,5,13,1,4,0
rotation transfer will reduce their bad behaviour,banking,1,1,4,0,4,0
branch opening time should be extended it is very useful for us,banking,1,5,9,1,4,1
government bank gives more service than federal bank the present staffs are not at all customer oriented they have attitude,banking,0,1,13,1,4,0
improve your services,banking,1,5,13,1,4,0
plz feed notes besides notes in your atm machine the bank,banking,1,5,7,1,4,0
bank staff is very nice and services are excellent,banking,2,2,13,1,5,0
federal bank system is very outstanding very nice worker and very helpful in federal bank,banking,2,2,13,1,4,0
increase branch network and cdm machine network in haryana federal bank lags in this,banking,1,5,9,1,4,1
federal bank one of the best bank our site,banking,2,6,13,1,4,0
very friendly atmosphere and cooperative staff very polite and helpful,banking,2,2,7,1,4,0
the efficiency of the branch manager smt nisha is excellent,banking,2,2,9,2,5,0
keep up good spirit and concern for those require special attention,banking,2,2,13,1,4,0
as the rush is less in banks so request staff to process as quick as possible,banking,1,3,13,1,4,0
always maintained two cash counter,banking,1,5,13,1,4,0
im happy with the federal bank service since kindly avoid maximum physical documentation and printing,banking,2,2,3,2,5,0
to be improved in their behaviour and knowledge in customer relations,banking,1,5,13,1,4,0
i am very comfortable with the bank procedures which gave me a hassle free banking experience thank you,banking,2,2,5,2,6,0
not delivered credit card but service charges apply on my account not any transaction last year,banking,0,1,2,0,1,3
i strongly recommend that the minimum balance change has to be avoided someny other government banks dont have the minimum balance change,banking,1,5,8,1,4,0
hope all services should be excellent,banking,2,2,13,1,5,0
services provided fed bank to the customer is appreciable,banking,2,6,3,2,6,0
please accept soft copies of pan aadhar documents,banking,1,5,13,1,4,0
bank man service is very fast,banking,2,6,13,1,4,0
all details pls tell on clear explanation,banking,1,3,13,1,4,0
no customer parking allowed staff unprofessional seen chatting eating at work desk most importantly i visited for a mobile no update staff said it was done but the update failed was not processed this lack of service and false assurance,banking,0,0,13,0,4,0
it is also sad that there is not a single federal bank atm in vadakara,banking,0,1,7,0,3,3
must provide atleast a credit who had gl portfolio of more than one crore and give other unsecured and secured business loans which your bank was least bothered,banking,1,5,2,1,4,0
employee must use tablet or digital platform to open accounts,banking,1,5,13,1,4,0
not proper response and getting from oro federal bank is gud,banking,0,1,13,1,4,0
time taken reduce,banking,1,5,13,1,4,0
the customer dealings and service quality should be maintained like now,banking,2,6,13,1,4,0
should open more branches at jaipur,banking,1,5,9,1,4,1
higher rate of interest on fdrs,banking,1,3,10,1,4,0
still not received any confirmation regarding change of address kindly process my request of address change and provide my confirmation or request reference number if you require my documents again then i can send them by email,banking,0,0,13,0,4,0
you could get rid off the minimum balance provision like other national banks did taking fines for not keeping up minimum balance feels like a loot on the poor,banking,0,1,1,0,4,3
nice experience,banking,2,2,13,1,4,0
i have had an account with canara bank for years your bank doesnt even come close to that i was very distracted,banking,0,1,13,1,4,0
federal bank good and corporation and account opening are very quickly responding then very good service,banking,2,2,5,2,6,0
removing foot wears outside the bank is not recommended especially for elderly customers,banking,1,6,13,1,4,0
tell everyone who are working in your branch happy smiles,banking,2,2,3,2,5,0
lunch break time should be specified and report back on time,banking,1,5,13,1,4,0
when a customer is asking for passbook updation the concerned staff initially refused to do only after the customer approached the officer concerned the staff updated the passbook,banking,0,1,3,1,4,0
all employees are not much familer with transfer of funds to a foreign country,banking,1,5,13,1,4,0
need a good service mode from staffs,banking,1,5,5,2,6,0
if remove the minimum balance system better,banking,1,5,8,1,4,0
i like this branch and all staffs very much,banking,2,6,9,2,6,0
gold loan rates are high,banking,0,1,2,0,1,3
atm in village near branch,banking,1,5,7,1,4,0
please reduce amb,banking,1,5,13,1,4,0
atm not working cdm not available kunnamangalam branch,banking,0,1,7,0,1,3
please ensure that there is minimal churn of the branch staff please dont shuffle just to fulfill an archaic rule process,banking,1,3,9,1,4,1
keep up the work culture,banking,2,6,13,1,4,0
thanks to meenakshi mam for the prompt service and always customer first attitude,banking,2,2,13,1,6,0
credit card enquiry already not response from your side i am years account holder in mysore branch,banking,0,1,2,0,1,3
why not in ground floor parking is problem atm refiling takes time and cash is not sufficient if banks are closed for more than two days newly opening accounts minimum balance is too much and fine for the same is very high,banking,0,1,7,0,4,3
hire employees who is confident and can share exact information to their customers,banking,1,3,13,1,4,0
customer is king,banking,2,6,13,1,4,0
be committed and do not give false assurance,banking,1,5,13,1,4,0
my branch is rm nagar branch chennai there is no parking facility for cars i suffered a lot this time to park my car in next compound with their security driving me away,banking,0,1,9,1,4,0
unnecessary debit may be avoided,banking,1,5,13,1,4,0
if you are not in a situation to provide immediate cdm then token vending machine and token system required but cdm is definitely needed for the trikaripur branch kasaragod district kerala,banking,1,5,9,1,4,1
your employee should behave same when we start any loan and also when we clear the loan,banking,1,3,2,1,4,0
har ek city mein branch open karo aur har jaga ads ke board lagao jese ke chote dukandar ko federal bank ads ke sath flex board banakar do aur govt schools mein bachon ko federal bank printed copies donate karo,banking,1,5,9,1,4,1
introduce relationship manager,banking,1,5,13,1,4,0
branch ambience to be improved a bit more to look elegant,banking,1,5,9,1,4,1
must reduce the minimum balance the count of customers will increase,banking,1,5,8,1,4,0
please reduce the minimum balance amount for maintaining so more happy your customer,banking,1,5,3,2,5,1
minimum balance should be made rs,banking,1,5,8,1,4,0
very much satisfied waiting time is very low very appreciable services,banking,2,0,3,2,6,0
i like the service of our moodbidri branch their work and humanity for explaining customer support is liked thank federal bank,banking,2,6,6,2,6,0
took week for kyc updation and after my second visit and request kyc updated in my account,banking,0,1,13,1,4,0
not customer friendly need improvisation in that matter,banking,0,1,13,1,4,0
issue of fresh notes at least twice a year,banking,1,1,13,0,4,0
add few other options which can be done online via application,banking,1,3,3,1,4,1
expecting to start ppf account through federal,banking,1,5,13,1,4,0
kindly improve customer service as service is below as compared to psbs,banking,0,1,13,1,4,0
sometimes there is shortage of staff otherwise everything is okay,banking,1,5,13,1,4,0
please improve the parking facility,banking,1,5,13,1,4,0
erode fed bank cash takes more time,banking,0,1,13,1,4,0
loan required,banking,1,5,2,1,4,0
rule book should be made available and displayed if not done yet branch manager should always be available regarding rbi circulars information,banking,1,3,9,1,4,1
low interest better again loan thankyou,banking,1,3,2,1,4,0
opening time little more earlier like am if possible not getting any fd certificates like before copy is not enough,banking,1,5,13,1,4,0
processing fee is heavy other bank atm charge pls avoid this amount,banking,0,1,7,1,1,2
sir mujhe loan chahiye,banking,1,5,2,1,4,0
happy with the bank and staff passbook printing machine be kept outside say with atm cabin,banking,1,5,7,1,5,0
while visiting your branch at secunderabad i could hear the staff talking bit loudly from one cabin to another this could be avoided if intercom connections are there,banking,1,1,9,0,4,1
exemplary service from the staff and personalized attention by the branch manager with a ever helping mind and solution to every requests,banking,2,6,9,2,6,0
first be human because you are a bank employee we are not your slaves,banking,0,1,13,1,4,0
keep up the good work,banking,2,2,13,1,4,0
very fast transaction very good,banking,2,2,5,2,6,0
good service our bank,banking,2,2,5,2,6,0
very fine service super,banking,2,6,13,1,4,0
everything is good nothing default keep it up,banking,2,2,13,1,4,0
very good experience,banking,2,2,5,2,6,0
excellent service with concern and human touch,banking,2,2,5,2,5,0
kindly arrange passbook entry machine,banking,1,5,13,1,4,0
fund transfer to other banks unnecessary delay,banking,0,0,13,0,4,0
i always had pleasant and beautiful experiences in every visit to federal bank branches congratulations and good wishes,banking,2,2,9,2,6,0
make customer care contact easy,banking,1,5,6,1,4,1
good going and continue the journey with same spirit and success,banking,2,2,13,1,4,0
my grand daughter studying in chelyabinsk russia medical unable to send money please coordinate with finance minister and help us,banking,1,5,13,1,4,0
train your employees,banking,1,5,13,1,4,0
your bank charges a lot small amount but overall its too much,banking,0,1,1,0,1,3
federal bank should hire well trained employee i have visited times to update my email id but email id not added employees dont have knowledge,banking,0,1,13,1,4,0
special mention about ms gopika federal bank koramangala wonderful service very empathetic and helpful,banking,2,1,13,0,0,2
please make simple and fast service for public,banking,1,5,13,1,4,0
i am your customer and i need personal loan its urgent please help,banking,1,5,2,1,4,0
staff are very helpful,banking,2,2,13,1,4,0
please train gold loan officer,banking,1,5,2,1,4,0
branch should have latest gold loan interest rates displayed on board for transparency,banking,1,3,2,0,4,0
i truly appreciate how they handle customers very smooth process friendly approach with detailed information,banking,2,2,3,2,4,0
transaction charges increased,banking,0,1,1,0,1,3
fed mobile app sim change limit and compatibility issues in old versions please fix,banking,1,1,3,0,4,1
disposable water glasses should be arranged,banking,1,5,13,1,4,0
the request and documentation was quick and ekyc was done very quickly and efficiently,banking,2,6,13,1,4,0
very good assistance from employees,banking,2,2,5,2,6,0
should value customer,banking,1,5,13,1,4,0
please provide good infrastructure for staff,banking,1,5,13,1,4,0
bank hides facts makes false quotes to lure customers trust issues shifting accounts soon,banking,0,1,13,0,4,0
i am satisfied with the performance of the bank especially interaction of sr manager vaishali upadhyaya,banking,2,2,5,2,6,0
have not faced any problem in my dealing with the bank,banking,2,1,13,0,4,0
very good behaviour of employees especially assistant manager kollanchi branch,banking,2,2,9,2,6,0
documentation and approval process should be quicker,banking,1,3,3,2,4,1
not happy with branch manager support,banking,0,1,3,2,5,0
good service and advice with knowledge and support for customers,banking,2,2,5,2,6,0
unable to handle multiple accounts with single app please improve software,banking,1,5,3,1,4,1
employees very pleasing attitude feels like home i recommended family members to open accounts,banking,2,6,1,1,4,0
extreme cooperation and satisfactory service by officers and staff,banking,2,6,13,1,4,0
investment ideas can be promoted actively mobile alerts should be free,banking,1,5,11,1,4,0
processing fee can be reduced,banking,1,5,1,1,4,0
employees behavior not good lazy work,banking,0,1,13,1,4,0
staff should take xerox of kyc documents instead of asking customers to bring copies,banking,1,5,13,1,4,0
worst service,banking,0,1,13,0,0,2
time should be am to pm,banking,1,5,13,1,4,0
customer relation maintain,banking,1,5,13,1,4,0
i dont remember the person who helped me yesterday but got my cash ready in a few minutes such a nice man and the lady who informed me was also very nice,banking,2,2,13,1,4,0
the staff at bank are very cooperative and polite,banking,2,2,13,1,4,0
need cdm in bhatkal branch,banking,1,5,9,1,4,1
effective and efficient service,banking,2,6,13,1,4,0
customer relationship and faster service staff behavior is good,banking,2,2,13,1,4,0
awesome staff and very helpful,banking,2,2,13,1,5,0
please allocate more office space as the branch has more customer walking,banking,1,5,9,1,4,1
branch town shifted,banking,1,5,9,1,4,1
waiting time very less employees behaviour polite everything fine,banking,2,0,13,1,4,0
vehicle parking is a problem,banking,1,1,13,0,4,0
i am quite satisfied with the excellent service rendered by the bank,banking,2,2,5,2,5,0
grow up with more good service to customers,banking,1,5,5,2,6,0
have more supportive people like pankaj branch manager chembur branch very supportive knowledgeable,banking,2,6,9,2,6,0
upi lite added without my consent please remove it wasting my time,banking,0,1,13,1,4,0
top class service is provided in nabha branch,banking,2,6,9,2,6,0
nice banking experience,banking,2,2,13,1,4,0
continuity of relationship managers in the position for at least two years,banking,1,5,13,1,4,0
excellent customer service,banking,2,2,13,1,5,0
sitting arrangement for customers needs improvement ashiana digha road branch,banking,1,5,9,1,4,1
app improvements required,banking,1,5,3,1,4,1
cdms are not working,banking,0,1,13,0,4,0
add more staff,banking,1,5,13,1,4,0
remove oro tie up your name is getting spoiled,banking,1,5,13,1,4,0
air conditioning needs improvement and staff approach should be more professional,banking,1,5,3,2,4,1
i am satisfied with the staff and their helpful approach,banking,2,2,3,2,6,0
i am a customer since long still not got any appreciation words from bank,banking,1,0,3,1,4,1
rtgs clamp after pm and imps charges bad service lagging behind others,banking,0,1,1,0,1,3
service is satisfactory,banking,2,6,13,1,4,0
employees are helpful and courteous,banking,2,2,13,1,4,0
branch manager is understanding and supportive,banking,2,6,9,2,6,0
assistant manager not focusing on customer,banking,0,1,13,1,4,0
shortage of staff affects service,banking,1,5,13,1,4,0
i am sad with federal bank service,banking,0,1,13,1,3,1
apps stopped without intimation,banking,0,1,3,1,4,0
please speed up transactions,banking,1,5,13,1,4,0
worst service employees knowledge poor and response needed,banking,0,1,13,0,0,2
best service ever,banking,2,6,13,1,4,0
system issues troubling customers needs improvement,banking,1,1,13,0,4,0
separate cdm and atm needed,banking,1,5,7,1,4,0
employees should provide better service not satisfied,banking,0,1,5,2,6,0
provide digital document for gold loan to account holders,banking,1,5,2,1,4,0
staff behaviour at kozhencherry branch was not good,banking,0,1,9,2,4,0
all service are good including service and time,banking,2,2,13,1,4,0
pampady branch is good,banking,2,2,9,2,6,0
service of the bank and its employees are exceptionally remarkable,banking,2,6,13,1,4,0
cdm machine need to all branch near,banking,1,5,9,1,4,1
seniority customers no loan and credit card offers,banking,0,1,2,0,1,3
smiling and communicative mentality with customers approach positively,banking,2,6,3,2,6,0
best service in our branch keep it up federal bank,banking,2,6,9,2,6,0
automatic passbook entry systems should be provided to avoid waiting time,banking,1,0,13,1,4,0
let there be feasibility as far as the transfer is concerned,banking,1,5,13,1,4,0
to charge less service charges from customers,banking,1,3,1,1,4,0
branches telephone number is must,banking,1,5,9,1,4,1
term deposit receipts need to be issued in regular bond type card format for senior citizens,banking,1,1,13,0,4,0
branch manager is very poor,banking,0,1,9,0,4,0
superb response,banking,2,6,13,1,4,0
banking app is sometimes not working,banking,0,1,3,0,4,0
need more secrecy maintaining in individual accounts and trust in workers,banking,1,6,13,1,4,0
keep sufficient change rupees for customers,banking,1,5,13,1,4,0
please attend calls,banking,1,5,13,1,4,0
decrease loan interest rate and remove sms alert charges,banking,1,3,2,1,4,0
all staff are polite well mannered and very helpful experience extraordinary,banking,2,2,13,1,4,0
agri od and development loan with low interest would fetch good business,banking,1,3,2,1,4,0
email id not updated even after three days poor service,banking,0,1,13,0,4,0
improve communications and response time,banking,1,5,13,1,4,0
this branch has no cdm the atm should dispense more notes,banking,1,5,7,1,4,0
give option of fd credit cards,banking,1,5,2,1,4,0
passbook entry machine should be installed to help customers and staff,banking,1,5,13,1,4,0
staff attitude needs improvement,banking,0,1,13,1,4,0
service in branch nowadays not good compared to earlier,banking,0,1,9,2,4,0
withdrawal limit and sb interest facilities not satisfactory,banking,0,1,13,1,4,0
staff treated customers rudely,banking,0,1,13,0,0,2
senior citizens calls often not attended though service is good otherwise,banking,1,5,13,1,4,0
increase manpower in park circus branch kolkata,banking,1,5,9,1,4,1
should have a branch at chapar dist dhubri assam,banking,1,5,9,1,4,1
very helpful and cooperative management,banking,2,2,13,1,4,0
provide cdm adjacent to atm for afterhours deposit,banking,1,5,7,1,4,0
avoid minimum balance requirement for students,banking,1,5,8,1,4,0
guard with armed security required,banking,1,5,13,1,4,0
wonderful service we are most convenient in federal bank,banking,2,6,13,1,4,0
upgrade system is not possible,banking,0,1,13,1,4,0
balance not maintain then cut the excess amount in account per daywise amount,banking,0,1,13,1,4,0
better to give a warning letter to the manager for poor work force,banking,0,1,13,0,4,0
services are good but there are no loan offers whether personal vehicle or property despite daily banking usage,banking,1,5,2,1,4,0
always good atmosphere and smooth transactions,banking,2,2,7,1,4,0
employees behave as if customers owe them money had bad experiences in irikkur branch thinking of closing account,banking,0,1,9,0,4,0
improve customer importance and help everyone,banking,1,5,13,1,4,0
keep new currency supply available for customers,banking,1,5,13,1,4,0
please display service charges at the counter area,banking,1,3,1,1,4,0
atm at the branch should be kept clean,banking,1,5,7,1,4,0
please decrease the rate of interest for gold loans,banking,1,3,2,1,4,0
staff very cordial helpful and easy to follow,banking,2,2,13,1,4,0
cdm service should be available in all branches,banking,1,5,9,1,4,1
increase time limit and avoid full lunch hour closure,banking,1,3,13,1,4,0
expand network in villages for better services,banking,1,5,13,1,4,0
attitude and eye contact of employees need improvement,banking,0,1,13,1,4,0
recommendation to open account because staff works very well,banking,2,6,13,1,4,0
loan arrangements should be quick and easier,banking,1,5,2,1,4,0
kindly add cdm machine,banking,1,5,13,1,4,0
branch employees behaving rudely with customers,banking,0,1,9,0,0,2
minimum balance requirement for senior citizens should be reduced,banking,1,5,8,1,4,0
very pleasant experience,banking,2,6,13,1,4,0
customer response excellent,banking,2,2,13,1,5,0
personal loan and loan against deposit should be easier,banking,1,5,2,1,4,0
fast and easy service provided,banking,2,6,13,1,4,0
employees courteous and supportive service,banking,2,6,13,1,4,0
atm performance slow compared to other banks,banking,0,1,7,0,1,3
provide more interest for fd,banking,1,3,13,1,4,0
install self passbook entry machine,banking,1,5,13,1,4,0
query not resolved,banking,0,1,13,1,4,0
customer should know about relationship manager,banking,1,5,13,1,4,0
chikodi branch employees are worst,banking,0,1,9,0,0,2
branch work very slow takes too much time,banking,0,1,9,1,4,0
customer service should treat all customers equally,banking,1,5,13,1,4,0
need whatsapp communication channel for bank schemes,banking,1,5,3,1,4,1
no standard service to customers,banking,0,1,13,1,4,0
customers should be treated equally big or small,banking,1,5,13,1,4,0
immediate response clean branch and positive staff approach,banking,2,6,3,2,6,0
prompt and humble staff,banking,2,6,13,1,4,0
make sure sms right time for debit and credit transaction,banking,1,5,2,1,4,0
staff behaviour and knowledge is very good,banking,2,2,5,2,6,0
put customer friendly behaviour persons the person i met behaved poorly,banking,0,1,13,0,4,0
i faced worst experience from federal bank,banking,0,1,13,0,0,2
our branch provides excellent timely response and friendly atmosphere making customers happy,banking,2,2,7,1,5,0
bank automation and switching systems should be improved,banking,1,5,13,1,4,0
employees in tinsukia branch are friendly and quick in action,banking,2,6,9,2,6,0
bank manager too rough,banking,0,1,13,1,4,0
text message and email notification not working properly,banking,0,1,13,0,4,0
staff approach at the cash counter very good,banking,2,2,3,2,6,0
branch work culture not welcoming or helpful,banking,0,1,9,2,4,0
improve infrastructure,banking,1,5,13,1,4,0
provide credit cards to employees with good credit score even without salary account,banking,1,5,2,1,4,0
waive off debit card charges and imps neft charges,banking,1,3,7,1,4,0
be more customer friendly and build personal relationships with customers,banking,1,5,13,1,4,0
allow token system in branch,banking,1,5,9,1,4,1
eligible loan amount should allow further loan option,banking,1,5,2,1,4,0
sms messages should include cheque number details,banking,1,3,13,1,4,0
manager rude and irresponsible behaviour causing customer issues,banking,0,1,4,0,0,2
minimum balance charges deducted unnecessarily from scholarship amount,banking,0,1,1,0,1,3
staff helped in opening account and was supportive,banking,2,6,13,1,4,0
employees show less interest in updating passbooks causing inconvenience,banking,0,1,13,1,4,0
new mobile app versions difficult to use causing shift to another bank,banking,0,1,3,1,4,0
parking facility insufficient,banking,1,5,13,1,4,0
employees show sincere attitude and prompt action,banking,2,6,13,1,4,0
staff behaviour rude causing customer dissatisfaction,banking,0,1,13,0,0,2
prompt and friendly service,banking,2,6,13,1,4,0
very bad service experience,banking,0,1,13,0,4,0
best banking experience compared to other banks in irinjalakuda area,banking,2,6,13,1,4,0
staff behaviour supportive at my branch,banking,2,6,9,2,6,0
customers must be respected,banking,1,5,13,1,4,0
floor manager should open additional counters during overload and prioritize senior citizens,banking,1,5,13,1,4,0
vehicle parking facility should be improved,banking,1,5,13,1,4,0
provide drinking water facilities during summer,banking,1,5,13,1,4,0
receptionist needed to help customers fill forms and open accounts,banking,1,5,13,1,4,0
bank employee service and response very good,banking,2,2,5,2,6,0
customer friendly fast service,banking,2,6,13,1,4,0
recommend branch for quality work and excellent service,banking,2,2,9,2,5,0
provide larger locker size facility,banking,1,5,13,1,4,0
very nice behaviour very nice experience,banking,2,2,13,1,4,0
bank charged high processing fee for gold loan payment,banking,0,1,2,0,1,3
excellent service compared to previous visits,banking,2,2,5,2,5,0
prompt support from the executive,banking,2,6,13,1,4,0
lady staff irresponsible and irritating but male employees satisfying,banking,0,1,13,1,4,0
very good service provided with expertise support,banking,2,2,5,2,6,0
very fast service,banking,2,6,13,1,4,0
worst bank in the universe,banking,0,1,13,0,0,2
service enthusiastic no special suggestion,banking,2,6,13,1,4,0
please increase interest amount for fd at least for senior citizens,banking,1,3,13,1,4,0
bank never provided loan or credit card so opened account in another bank,banking,0,1,2,0,1,3
excellent cooperation from bank manager and staff,banking,2,2,13,1,5,0
employee busy on social media instead of customer engagement,banking,0,1,13,1,4,0
pleasant banking experience without stress,banking,2,6,13,1,4,0
staff interaction outstanding especially communication of staff member,banking,2,6,13,1,4,0
please take care of atm services and server issues,banking,1,1,7,0,4,0
od renewal completed online without hassle in few days,banking,2,6,13,1,4,0
educate employees on how to behave with customers,banking,1,3,13,1,4,0
please complete processes within two days,banking,1,5,13,1,4,0
very poor service,banking,0,1,13,0,4,0
staff behaviour polite and supportive,banking,2,2,13,1,4,0
bank functioning like government bank with poor customer service,banking,0,1,13,0,4,0
staff should be more polite,banking,1,5,13,1,4,0
service feels like family atmosphere,banking,2,6,7,1,4,0
valuable information and services provided,banking,2,3,13,1,4,0
provide housing or project loan updates regularly,banking,1,5,2,1,4,0
increase credit card limit for longterm users,banking,1,3,2,1,4,0
good teamwork among staff,banking,2,2,13,1,4,0
service should be faster,banking,1,5,13,1,4,0
expect better service,banking,1,5,13,1,4,0
excellent ambience,banking,2,2,13,1,5,0
totally satisfactory experience,banking,2,6,13,1,4,0
branch crowded but staff helpful,banking,2,2,9,2,6,0
provide cash deposit machine service,banking,1,5,13,1,4,0
more chairs needed in lounge area,banking,1,5,13,1,4,0
comfortable banking experience with the service,banking,2,6,13,1,4,0
sending complaint mail about humiliation faced,banking,0,1,6,0,4,0
state bank of india is located nearby in our area so i open my saving account from that bank customer service was good i got my bank statement on time the bank agent informed me every details required it is very easy and convenience for money deposits,banking,2,2,13,1,4,0
i have my salary account in sbi when i applied for the card i got my statement on time i am very much satisfied with the the account net banking is also functioning smooth and convenient for me there are some offer in the cards which was good,banking,2,2,3,2,6,0
i am using axis bank saving account for the past years each transaction will be safe and always secure i am using net banking as well mobile banking service it is used for money transfer and recharge onlythere was no difficulties faced so far on using this saving account,banking,2,6,1,1,4,0
i have my salary bank account in hdfc bank for many years i got my bank statement on timethis bank is available in most of the areas so its very convenience for deposits and update of passbook i have no issues with the customer support and its been good experience,banking,2,1,6,0,4,0
close to around years i am holding this corporation bank savings account the most interesting part about this account i can easily transact and i can withdraw money from anywhere without any charges atm and their branches are near to my residence,banking,2,3,7,1,4,0
i am not getting an alert message from idbi bank whenever i do a transaction from their end to check the account balance details i use to visit branch and get good response from their end i am holding a saving account for the past years and its a zero balance account,banking,0,1,8,1,4,0
i am using savings account from sbi more than years if i dont keep any balance they are deducting some amount so i am keep on maintaining the amount i am doing all transactions and emi transfer i am using this account only customer service was okay,banking,1,5,2,1,4,0
its been years i am using kotak bank savings account and its really super service thats why still i have not contacted with the customer service i went through online and i have mentioned my details to open this account and its a zero balance account they havent charged a debit card fees onces i lost my debit card just days i received,banking,2,1,7,0,4,0
since i am maintain my savings account from hdfc bank this is salary comes saving account no need to maintain minimum balance i am getting offer messages for loan offer and i never spoke to customer care for cash withdrawal shopping and all i use to get instant message,banking,2,6,2,1,4,0
an executive has made to open an account with axis so i have been using this account last months before only there is no atm but it will not be charge for other atm transaction there is no much branches are avail in my city so far i didnt faced any fraudulent issue,banking,1,1,12,0,2,3
i came to know that there is trial of charge to open a saving account with kotak which is app saving account in which all the process was done through online i maintain this account more than years no need to maintain a minimum balance i have not done much transaction in this account,banking,1,3,3,1,4,1
my mother has suggested sbi to open a saving account with them since she is govt employee know all benefits and details hence i am having an account with them past years need to maintain a minimum balance of k atm and branches are near i use to get all details and update from bank,banking,2,3,7,1,4,0
i am using hdfc saving account for more than years when i joined my previous company they made me to open a salary account with this bank later i resigned that job so now converted to saving account need to maintain a minimum balance of k its kind high if not maintain an amount charges are final i get calls from banker if they provide any offers for other products,banking,1,3,1,0,4,0
indian bank cash deposit machine is not convenient to use and i am using this saving account more than years the customer service is need to improve and i am keeping minimum balance of rs their net banking facility is okay i went to the branch for the cash deposit and the response is okay,banking,0,1,8,1,4,0
sbi has best internet banking and its very fast and easy to access any one i am using this savings account more than years if i withdrawal cash more than time no charges mostly i am not taking cash at atm i am doing more transcation so no need to maintain minimum balance and getting immediate response from customer service bank employees attitude must be change,banking,1,3,7,1,4,0
yes bank service is good i have been holding saving account for more than years but past two years i am not using this account because i forget net banking details if i contact the customer care there is no response so stop using this account itself atm and branches services are good i use to get alert message on time,banking,1,3,7,1,4,0
i am holding a salary account with axis bank past years i got an immediate alert message on time i am using mobile app and net banking both are user friendly to access i need to pay rupees around for sms charge and account service on yearly basis,banking,1,5,3,1,4,1
i am using saving account from sbi almost years minimum amount need to maintain of k on monthly basis i get only otp number on time but once the amount debited or credited i wont get any message from their end i am using net banking and it is good to access there is some charge of rupees on yearly need to pay,banking,0,1,0,1,1,2
since years i am using oriental bank savings account and this branch is located very far atm service is near and i am keeping minimum balance of rs customer service and this bank app is really good instantly i am getting messages from bank,banking,2,2,7,1,4,0
i have hdfc bank salary account for the past to years i am using mobile banking service is used for all transactions and money transfer if contact customer service for any query then wil be getting good response i am satisfied with the overall banking service,banking,2,2,5,2,6,0
i maintain salary cum saving account with sbi on my company has suggested to opened an account need to maintain a minimum balance of k there is no hidden charge on quarter basis sms charge is applicable of rupees atm charges are applicable if i cross more than times in a month of rupees,banking,1,3,7,1,4,0
standard chartered bank has a very good app and i am using this account more than years this is a salary comes savings account so need to maintain minimum balance and the customer service is very very good i am continuously getting offer messages from bank,banking,2,2,3,2,6,0
i maintain a saving account with indusind for the past year i no need to maintain a minimum balance account since my friend is working as a executive and he has recommend to open an account with them hence i chosen it i use this account for the transaction i use to get offers message from their end,banking,2,6,8,1,4,0
axis has given an option to maintain a account with them and i am holding for past years on yearly basis charge is applicable of to rupees and it will be reflecting in statement as well atm and branch services are good whenever they provide offers i use to get by message,banking,2,2,7,1,4,0
since years i am using this sbi account which am very convenient i received an offer for a zero balance account and the atm facilities are near the customer service was good even the responses are proper at the branch and am okay with the interest rate too,banking,2,2,7,1,4,0
i am holding salary account with hdfc bank for the past months since its this a salary account no need to maintain a minimum balance amount i am not using atm since i have paytm service and mobile app which are quite easy to access when ever i log into it am getting a blank screen that need to be changed the customer service is good and responding properly,banking,1,3,7,1,4,0
i have opened my savings account from kotak mahindra bank more than years and am making all transaction through this bank account they have provided me a zero balance account i can find their branchs in all the places they are not taking any kind of hidden charges,banking,2,3,1,1,4,0
my salary account is maintained with hdfc bank for nearly years and till now there was no issues its a friendly bank according to my experience i am using the online service which is very good their customer service was good but fixed deposit interest rates was less,banking,1,1,10,0,4,0
i have been using saving account with sbi for the past years i have visited the branch to open an account but their service is not much satisfied i need to maintain a minimum balance of k on monthly basis if not charges are applicable which is high there is some hidden charge they use to detect some amount on quarterly,banking,0,1,3,2,6,0
i am doing all my transactions with indian bank and this branch is near to my residence i am keeping minimum balance of rs and i have not faced any issues till now indian bank has a very good customer service and this savings account has a normal rate of interest,banking,2,1,8,0,4,0
i am maintaining my savings account with sbi i have been using more than years this is only savings account so i need to maintain minimum balance of rs for cash withdrawal shopping i am receiving alert message and this bank has a very good app i didnt interact with the customer service till date rest all good with this bank,banking,2,2,3,2,6,0
i use to get my salary from hdfc bank because my company has given an option only from this bank i am using this account past years so far i havent faced any additional or hidden charge no need to maintain a minimum balance account atm charges are applicable if i done a transactions more than times in a month i would suggest to provide more product offer,banking,1,3,7,1,4,0
i maintain my savings account with kotak bank for more than years there is no hidden charges in this bank when i visit online at that time i came to know this bank has offered a zero balance account so i chosen it i am not getting any offers message from bank end,banking,1,3,1,1,4,0
i am holding a saving account with indian bank for more than years for my personal need i had opened an account with this bank but the branch is not near to reach them i need to maintain a minimum balance of rupees i use to get an alert messages from bank whenever i do a transactions but not getting any offer message,banking,1,5,8,1,4,0
my company has given an option to open a salary account with standard chartered bank and i maintain this account just months it is a zero balance account i am using mobile app and it is user friendly to access branches are bit far away from my place to reach them i am not getting any offers message,banking,1,5,3,1,4,1
past years i maintain my saving account with sbi the branch and atm services are fine whenever contact the customer service is good and responsive i use to get offer message from their end so far there is no any hidden charge in this account though its saving account i no need to maintain a minimum balance amount,banking,2,2,7,1,4,0
