text,sentiment,customer_intent,primary_aspect,aspect_flag
took days to find address,1,1,4,fallback_support
prioritise same day delivery once reached hub,1,1,4,fallback_support
delivery delay by one day,1,0,0,delay
very bad experience due delivery of my product,0,0,4,fallback_support
received wrong order,0,0,4,fallback_support
everything gud,1,1,4,fallback_support
fast smooth service thank you,2,2,4,fallback_support
one of best courier services,2,2,4,fallback_support
no pickup details company tied with fraud sellers,0,0,4,fallback_support
great track information consignment status your client otp mention in message but it not reach till nowoverall experience good,2,2,5,tracking
sunday no delivery attempt,1,1,4,fallback_support
very bad service yours,0,0,4,fallback_support
fake order scam,0,0,4,fallback_support
goid,1,1,4,fallback_support
satisfied with service,1,1,4,fallback_support
very good nice service,2,2,4,fallback_support
order marked delivered but not received no call made,0,0,2,damage_lost
do not ask for otp,1,1,4,fallback_support
order received,1,1,4,fallback_support
nothing thank you,1,2,4,fallback_support
overall account experience excellent with strong app and services,2,2,4,fallback_support
grateful for service parcel received successfully,2,2,4,fallback_support
please do work on time,1,1,4,fallback_support
do not receive parcel at all,0,0,4,fallback_support
mis-selling by employee want to close account,0,0,4,fallback_support
disgusting service,0,0,4,fallback_support
delivery wrong location,0,0,1,wrong_delivery
already better than others keep it up,2,2,4,fallback_support
overall nice service,2,2,4,fallback_support
did not receive parcel,0,0,4,fallback_support
delivery guy very rude,0,0,3,behaviour
damaged product received,0,0,2,damage_lost
package not received,1,1,2,damage_lost
please correct my name on parcel,1,1,4,fallback_support
good patience by delivery person,2,2,4,fallback_support
extremely late delivery with false reasons unacceptable,0,0,0,delay
ho,1,1,4,fallback_support
cover totally torn due to bad handling,0,0,2,damage_lost
stupendous service,2,2,4,fallback_support
best service,1,1,4,fallback_support
very very bad service unexpected,0,0,4,fallback_support
wrong item delivered,0,0,4,fallback_support
accurate,1,1,4,fallback_support
service perfect,1,2,4,fallback_support
product size too small,1,1,4,fallback_support
package tampered hole found,1,1,2,damage_lost
did not receive any courier,0,0,4,fallback_support
parcel not deliver but msg receive with deliver,0,0,4,fallback_support
delivery person call 1 km away collect parcel,1,1,4,support
delivery boy polite and respectful,2,2,4,fallback_support
fake delivery attempt improve system,1,1,4,fallback_support
prompt delivery everything perfect,2,2,4,fallback_support
missing item in box,1,0,2,damage_lost
nice work delivery staff,2,2,4,fallback_support
delay parcel without any reason worst service,0,0,0,delay
service well,2,2,4,fallback_support
very rude staff behaviour,0,0,3,behaviour
pathetic service false update incompetent staff,0,0,4,fallback_support
do not deliver my address need travel km pick my order,0,0,4,fallback_support
delivery executive rude and impolite behaviour unacceptable,0,0,3,behaviour
parcel left outside house,1,1,4,fallback_support
great job thank you,2,2,4,fallback_support
polite behaviour,1,1,4,fallback_support
delivery guy unprofessional rude manners,0,0,3,behaviour
delivery person very cooperative service good called for address,2,2,4,support
delivery boy misbehaved on call,0,0,3,behaviour
wrong cheap product delivered no return option provided,0,0,4,fallback_support
many improvement areas,1,1,4,fallback_support
please create bluedart mobile app,1,1,4,fallback_support
very bad service delivery agent attitude very arrogant rude reason for non delivery on incorrect overall this isnt expect from repute company such a blue dart,0,0,3,behaviour
all fine overall,1,1,4,fallback_support
account opening seamless experience,2,2,4,fallback_support
have reject this delivery first time delivery boy again come delivery without my consent because have some other shipment also come from bluedart he ask me otp an give it now suffer loss because accord shipper policy on accepted this can not refund,0,0,7,refund
delivery not receive,1,1,4,fallback_support
delivery boy misbehaved,0,0,3,behaviour
delivery boy rude,0,0,3,behaviour
self received parcel,1,1,4,fallback_support
delivery agent provided good polite service,2,2,4,fallback_support
top class service,2,2,4,fallback_support
KYC problem,1,0,4,fallback_support
pathetic experience with service quality,1,1,4,fallback_support
ok best service,1,1,4,fallback_support
charged extra money by delivery agent without reason,0,0,6,pricing
good communications and response,2,2,4,fallback_support
delivery partner misbehaviour issue,1,0,4,fallback_support
delivery agent should speak basic english,1,1,4,fallback_support
they havent call me delievered someone dont even know,1,1,4,support
extra money taken by delivery person,0,0,4,fallback_support
delivery partner behavior very poor service delayed by days never recommend bluedart,0,0,0,delay
delivery boy did not wait for signature,0,0,4,fallback_support
consignment urgent but delivered late,1,0,0,delay
delivery delayed due to misrouting,1,0,0,delay
delivery boy ajit kumar very good service,2,2,4,fallback_support
professional and polite delivery experience,2,2,4,fallback_support
delivery delayed and delivery partner falsely claimed address was wrong and nobody was available very rude unacceptable never recommend bluedart,0,0,0,delay
receive,1,1,4,fallback_support
delivery fast but wrong area reached had to collect,0,0,4,fallback_support
shipment marked delivered but not received,0,0,2,damage_lost
order delivered very late extremely unhappy,0,0,0,delay
early delivery,2,2,4,fallback_support
product looks better in photo,1,1,4,fallback_support
product ordered different received different,1,1,4,fallback_support
wrong damaged product delivered cheat,0,0,2,damage_lost
delivery executive arrogant behaviour,0,0,4,fallback_support
read my name properly,1,1,4,fallback_support
parcel not given no call unclear delivery,0,0,3,behaviour
process very easy and quick,2,2,4,fallback_support
take time reach me but packaging really worth it love your effort for me,2,2,4,fallback_support
delivery attempted marked consignee unavailable falsely,0,0,4,fallback_support
on time delivery good service,2,2,4,fallback_support
very bad behaviour of delivery agent,0,0,3,behaviour
not delivered in hand,1,0,4,fallback_support
stop harassing for feedback calls,0,0,4,support
faster delivery compared to ekart,2,2,4,fallback_support
excilent,1,1,4,fallback_support
we havent receive parcel,0,0,4,fallback_support
empty package received,0,0,4,fallback_support
good service ankit,2,2,4,fallback_support
delivery person confirmed address on call,2,2,4,support
totally unprofessional behavior,0,0,3,behaviour
promise date not kept no contact,1,0,4,support
horrible service,0,0,4,fallback_support
not delivered to my address asked to collect from office status falsely updated as consignee not available bad service,0,0,4,fallback_support
extreme delay by courier,0,0,0,delay
happy with idfc,2,2,4,fallback_support
currently all good,2,2,4,fallback_support
delivery boy didnt come home collected from warehouse,1,1,4,fallback_support
very happy with service,2,2,4,fallback_support
order not delivered to address,0,0,4,fallback_support
wrong address confusion delivery staff rude,0,0,1,wrong_delivery
never order this item want refund,0,0,7,refund
delivery agent rude and unprofessional,0,0,3,behaviour
super,2,2,4,fallback_support
excellent service despite address issue,2,0,4,fallback_support
timely delivery good service,2,2,4,fallback_support
critical bank document marked delivered but not received,1,1,2,damage_lost
didnt receive any consignment,0,0,5,tracking
delivery not accepted by me,1,1,4,fallback_support
package box damage,1,0,2,damage_lost
delivery staff timing unpredictable,1,1,4,fallback_support
request call before coming no call,1,1,3,behaviour
no one called me before delivery,0,0,4,support
cooperative only as per customer,1,1,4,fallback_support
communication good,2,2,4,fallback_support
delivery executive very rude unprofessional delivery address my office,0,0,3,behaviour
order dispatch confusion,1,1,4,fallback_support
fjc,1,1,4,fallback_support
very late delivery receive,0,0,0,delay
perfect timing delivery,2,2,4,fallback_support
status shows delivered to unknown person,0,0,4,fallback_support
delivery do,1,1,4,fallback_support
hello sir delivery nahi mila hai,1,1,4,fallback_support
call before reaching address suggested,1,1,4,support
not this time,0,0,4,fallback_support
credit card not delivered yet,0,0,4,fallback_support
shipment marked delivered to unknown person,0,0,4,fallback_support
fast delivery polite behaviour,2,2,4,fallback_support
item not delivered,0,0,4,fallback_support
delayed by one day,0,0,0,delay
office staff disappointing,0,0,4,fallback_support
"I opened my account at 28 March 2025, after 9 days I didn't receive my ATM card and cheque book. 
",1,1,4,fallback_support
bad person rude delivery boy,0,0,3,behaviour
absolutely best,2,2,4,fallback_support
parcel delivered to wrong address,0,0,1,wrong_delivery
delivery not at home,1,1,4,fallback_support
wrong order received need return,0,0,4,fallback_support
delivery agent behaviour rude unacceptable,0,0,3,behaviour
no ideas,1,1,4,fallback_support
Hlo good morning my account is freezing,0,0,4,fallback_support
delivery of critical medicine delayed unacceptable,0,0,0,delay
minor delay but parcel received fine,1,0,0,delay
package delayed without information,1,0,0,delay
late delivery issue,1,0,0,delay
order delivered to watchman without delivery code,0,0,4,fallback_support
bad quality product not worth payment,0,0,4,fallback_support
delivery time needs improvement,1,1,4,fallback_support
wrong quantity received,1,0,4,fallback_support
tracking good delivery smooth,2,2,5,tracking
one of best service bluedart,2,2,4,fallback_support
good service experience,2,2,4,fallback_support
generally reliable service,1,1,4,fallback_support
worst experience ever,0,0,4,fallback_support
delivery boy respectful service good,2,2,4,fallback_support
late delivery no customer care support language issue,0,0,0,delay
confirm consignee availability before delivery,1,1,4,fallback_support
delivery at door requested,1,1,4,fallback_support
thank you bhaiya,2,2,4,fallback_support
fuck off bitch,0,0,4,fallback_support
your represenative deliver medicine by delay of day give wrong feed back a office close but there residence not office very bad service at chandigarh,0,0,0,delay
poor fabric quality for price,1,1,4,fallback_support
bad product and bad service,0,0,4,fallback_support
order not received after payment,0,0,2,damage_lost
do not receive my product then how could rate you make payment but not yet receive,0,0,4,fallback_support
product not delivered but feedback message sent,1,0,4,fallback_support
awesome packaging well handled,2,2,4,fallback_support
please call before reaching delivery location,1,1,4,support
delivery partner called before arrival,2,2,4,support
shipment delivered today,1,1,4,fallback_support
shipment delayed and returned after long time,1,0,0,delay
delivery executive polite and knowledgeable,2,2,4,fallback_support
third class product quality fraud complaint,1,1,4,support
delivery guy very kind polite good experience,2,2,4,fallback_support
awesome fast delivery,2,2,4,fallback_support
shipment not received,1,1,2,damage_lost
experienced staff,1,1,4,fallback_support
excellent customer service quality,2,2,4,fallback_support
product defective want return policy,1,1,4,fallback_support
false delivery attempt updated twice,0,0,4,fallback_support
fake company empty bottle received,0,0,4,fallback_support
didnt receive product but marked delivered,0,0,4,fallback_support
product not delivered complaint requested,0,0,4,support
bahut hi achcha hai,1,1,4,fallback_support
advance delivery information needed,1,1,4,fallback_support
parcel not received please confirm,1,1,2,damage_lost
Keep up and donÃ¢ÂÂt shut down thatÃ¢ÂÂs all I say.. i want to do business and be a loyal customer with you guys and in coming future IÃ¢ÂÂll be having millions and billions in it so.. keep progressing ,2,2,4,fallback_support
outstanding service,2,2,4,fallback_support
no door delivery had to go office,1,1,4,fallback_support
delivery not done marked incorrect address wrongly,0,0,4,fallback_support
cool and courteous delivery person,2,2,4,fallback_support
parcel not delivered to me or family,0,0,4,fallback_support
delivery boy asked extra money,1,1,4,fallback_support
order delivered very late after month,1,0,0,delay
great,1,2,4,fallback_support
staff behaviour needs improvement,1,1,4,fallback_support
soft spoken decent delivery person,2,2,4,fallback_support
no one called for delivery,1,1,4,support
passbook should be delivered with debit card,1,1,4,fallback_support
fast polite delivery agent,2,2,4,fallback_support
on tym deliver,1,1,4,fallback_support
extremely poor service never recommend,0,0,4,fallback_support
company pressuring for deposit unfair behaviour,0,0,4,fallback_support
quick service,1,1,4,fallback_support
not received any parcel,0,0,2,damage_lost
card delivered without otp serious issue,0,0,4,fallback_support
item not deliver,0,0,4,fallback_support
your deliveryman very rude towards me senior lady and cancelled order without my consent,0,0,3,behaviour
same issue as today,1,0,4,fallback_support
upi related query,1,0,0,delay
yeola bluedart very pathetic false delivery updates,0,0,4,fallback_support
tracking should show stagewise parcel journey,1,1,5,tracking
received without much follow up,1,1,4,fallback_support
courier service very poor courier person never called and talked rudely,0,0,3,behaviour
delivery person forced gate pickup,0,0,4,fallback_support
did not receive debit card only cheque book,0,0,4,fallback_support
wrong size and wrong product received,0,0,4,fallback_support
delivery person behaviour was very rude and disrespectful,0,0,3,behaviour
marked delivered but not received,0,0,2,damage_lost
received order successfully,1,1,4,fallback_support
product quality very different from image,0,0,4,fallback_support
parcel reached doorstep correctly,2,2,4,fallback_support
very happy with bank services,2,2,4,fallback_support
guy did not hand over my order,0,0,4,fallback_support
urgent document courier not received,1,1,2,damage_lost
retain product request,1,1,4,fallback_support
on time excellent service,2,2,4,fallback_support
delivery info should be shared prior day,1,1,4,fallback_support
already well,1,1,4,fallback_support
parcel marked delivered but not delivered,0,0,4,fallback_support
not received this package,1,1,2,damage_lost
open branch in my area,1,1,4,fallback_support
nice behaviour,2,2,4,fallback_support
best experience,2,2,4,fallback_support
Bank Executive Pradnya Dhotre knowledge and guidance in account opening was best,1,1,4,fallback_support
parcel delivered without confirmation,0,0,4,fallback_support
you must better,1,1,4,fallback_support
no return refund option poor,0,0,7,refund
timely service cordial delivery boy,2,2,4,fallback_support
language used by delivery person not good,0,0,4,fallback_support
quick fast delivery delivery guy very polite gentle,2,2,4,fallback_support
very poor intercity delay,0,0,0,delay
keep discipline employee sometimes they reject order by themselves,1,1,4,fallback_support
product damaged,0,0,2,damage_lost
route map clarity needed,1,1,4,fallback_support
parcel delivered to someone else,0,0,4,fallback_support
fast delivery polite delivery boy,2,2,4,fallback_support
wrong delivery date commitment,1,0,4,fallback_support
please update app with correct delivery status,1,1,4,fallback_support
do not get parcel,1,1,4,fallback_support
open box delivery concern,1,1,4,fallback_support
collected from warehouse,0,0,4,fallback_support
had to pick parcel myself,1,1,4,fallback_support
excellent work,2,2,4,fallback_support
nic,1,1,4,fallback_support
delivery agent very good,2,2,4,fallback_support
it already best,2,2,4,fallback_support
order received damaged,0,0,2,damage_lost
parcel returned saying wrong pincode even though pincode was correct customer asked to contact care,0,0,4,support
not delivered at doorstep despite request,1,0,4,fallback_support
thank you debabrata da,1,2,4,fallback_support
there undue delay in delivery there no communication for delay,0,0,0,delay
fake express delivery false attempt updates and repeated follow ups required,0,0,4,fallback_support
delivery not done on scheduled date falsely marked closed,0,0,4,fallback_support
order not delivered forced branch pickup,0,0,4,fallback_support
received proper item,2,2,4,fallback_support
one product miss,1,1,4,fallback_support
wrong product delivered please return,1,0,4,fallback_support
very suitably delivered,2,2,4,fallback_support
happy with bluedart delivery associate,2,2,4,fallback_support
parcel not received even after providing OTP,0,0,2,damage_lost
delivery person did not call wrong address shown,0,0,1,wrong_delivery
send otp before payment,1,1,4,fallback_support
get message delivery out but not receive any article please check out with delivery person contact me below number mobi,1,1,4,support
delivery person talked rudely and asked me to collect consignment from different location,0,0,5,tracking
delivery mishandling package disappointed,0,0,4,fallback_support
delivery wrongly marked attempted no call parcel broken,0,0,2,damage_lost
delivered after promised date,1,1,4,fallback_support
delivery not attempted,0,0,0,delay
repeated false missed delivery reports,0,0,4,fallback_support
need local bluedart office to reduce delivery issues,1,0,4,fallback_support
screen monitor damaged on arrival,1,0,2,damage_lost
exchange requested wrong product,1,0,4,fallback_support
delivery representative verified identity before handover,1,1,4,fallback_support
order white colour you sent black,1,1,4,fallback_support
provide good service,2,2,4,fallback_support
superb performance,2,2,4,fallback_support
delivery boy behaviour very good,2,2,4,fallback_support
do not receive any parcel,0,0,4,fallback_support
G,1,1,4,fallback_support
return facility missing need seller details,1,0,4,fallback_support
good experience opening account with IDFC,2,2,4,fallback_support
service not good in my area,0,0,4,fallback_support
tracking auto refresh suggestion,1,1,5,tracking
damage screen monitor received,1,0,2,damage_lost
card available from th november at bluedart ramnagar kota raipur office,1,1,4,fallback_support
received wrong items from box,0,0,4,fallback_support
very poor quality,0,0,4,fallback_support
one of worst logistics false updates,0,0,4,fallback_support
excellent experience overall,2,2,4,fallback_support
otp based delivery appreciated,2,2,4,fallback_support
fantastic delivery experience,2,2,4,fallback_support
good timing management,2,2,4,fallback_support
"Order not received, delivery agent asked for OTP but order was not delivered",0,0,2,damage_lost
good product and good delivery,2,2,4,fallback_support
not received parcel,0,0,2,damage_lost
want to return order,1,1,4,fallback_support
delivery person unprofessional,0,0,3,behaviour
Everything is fine,2,2,4,fallback_support
think delivery process can improve by sharing agent contact and time slot,1,1,4,support
home delivery not provided had to collect from office,1,1,4,fallback_support
receive by my brother not my husband,1,1,4,fallback_support
delivered to wrong address,0,0,1,wrong_delivery
delivery boy behaviour acceptable,1,1,4,fallback_support
wrong item handed over after otp,0,0,4,fallback_support
parcel sent to wrong address against instruction,1,0,1,wrong_delivery
poor service,0,0,4,fallback_support
not deliver my order,0,0,4,fallback_support
pincode not serviceable poor handling,0,0,4,fallback_support
delivery not at home had to collect from hub,0,0,4,fallback_support
order delivered but not up to mark,1,1,4,fallback_support
prepaid product but delivery person took payment refund required,0,0,7,refund
account opening should be explained better,1,1,4,fallback_support
address guidance unnecessary delivery was perfect,1,2,4,fallback_support
ring not available,1,1,4,fallback_support
shipment delayed multiple times over a week,0,0,0,delay
delivery person rude refused upstairs delivery,0,0,3,behaviour
staff cooperative during account opening,1,1,4,fallback_support
delivery executive lie,0,0,4,fallback_support
did not like product,0,0,4,fallback_support
super fast one day delivery excellent,2,2,4,fallback_support
nice sarvice,1,2,4,fallback_support
rude language by delivery staff,0,0,3,behaviour
did not receive package unknown receiver,0,0,4,fallback_support
please make sure that courier hand over right person,1,1,4,fallback_support
delivery person should call alternate number,1,1,4,support
fast familiar service,1,1,4,fallback_support
packet opening not allowed issue,0,0,4,fallback_support
delivery not attempted at same address,1,1,0,delay
fake product replacement requested,0,0,7,refund
good experience with service,2,2,4,fallback_support
delivered within a day thank you,2,2,4,fallback_support
welcome kit not delivered yet marked delivered,0,0,4,fallback_support
outstanding support service,2,2,4,support
box damage,0,0,2,damage_lost
service not good staff behaviour bad,0,0,4,fallback_support
very satisfy with your work,2,2,4,fallback_support
delivery not at our address,0,0,4,fallback_support
did not receive anything,0,0,4,fallback_support
do not receive parcel how can you say it delivered,0,0,4,fallback_support
great communication with delivery person,2,2,4,fallback_support
keep it up,1,1,4,fallback_support
product return,1,1,4,fallback_support
very good delivery person,2,2,4,fallback_support
parcel stuck at center had to collect personally not worth delivery fee,0,0,4,fallback_support
did not order this item,0,0,4,fallback_support
item not delivered,1,0,4,fallback_support
delivery boy unresponsive had to collect from office,0,0,4,fallback_support
delivery person rude addressing customer,0,0,3,behaviour
delivery agent polite respectful,2,2,4,fallback_support
IDFC bank service excellent,2,2,4,fallback_support
order never reached me,1,1,4,fallback_support
great delivery service on time,2,2,4,fallback_support
fast delivery good updates,2,2,4,fallback_support
bank shipment returned undelivered,1,1,4,fallback_support
speed delivery of product,1,1,4,fallback_support
please change details,1,1,4,fallback_support
cancel order,1,1,4,fallback_support
reduce delivery charges request,1,1,4,fallback_support
good service,1,2,4,fallback_support
continue same approach,1,1,4,fallback_support
delivery agent did not reach exact location,0,0,4,fallback_support
card available from november at bluedart office,1,1,4,fallback_support
timely parcel updates,1,1,4,fallback_support
customer support excellent,2,2,4,support
parcel not received yet,1,1,2,damage_lost
parcel marked delivered but not received,0,0,2,damage_lost
delay without reason for days,1,0,0,delay
didnt call before delivery and handed parcel to unknown person,0,0,4,support
transparency needed please call me,1,1,4,support
delivery boy behaved very badly,0,0,4,fallback_support
fraud product received,0,0,4,fallback_support
Yas ,1,1,4,fallback_support
deliver not at time,1,1,4,fallback_support
parcel not received personally,0,0,2,damage_lost
arrogant delivery boy behaviour,0,0,4,fallback_support
delivery boy asked me to come outside instead of home,0,0,4,fallback_support
online verification improvement suggestion,1,1,4,fallback_support
product handed to unknown person,0,0,4,fallback_support
on nd attempt,1,1,4,fallback_support
courier service not interested,0,0,4,fallback_support
delivery ok,1,1,4,fallback_support
delivery agent attitude very good,2,2,4,fallback_support
expand delivery area,1,1,4,fallback_support
cancelled order still delivered to security,0,0,4,fallback_support
product broken on delivery,0,0,2,damage_lost
fake parcel received fraud,0,0,4,fallback_support
frustrating slow delivery extremely disappointed,0,0,4,fallback_support
parcel not delivered on time repeated delays delivery boy did not attempt delivery office blamed staff leave,0,0,0,delay
didnt receive package my address change,0,0,4,fallback_support
status shows delivered but not delivered,0,0,4,fallback_support
into,1,1,4,fallback_support
didnt receive shipment,0,0,4,fallback_support
product change return manipulation issue,1,0,4,fallback_support
excellent service thank you please call recipient before delivery,2,2,4,support
good dealing and service,2,2,4,fallback_support
service of local agent very poor they wait day deliver that too after contact them,0,0,4,support
Ycohxiyxi,1,1,4,fallback_support
delivery excellent,2,2,4,fallback_support
Overall all good experience and time consuming process,2,2,4,fallback_support
Coming from ICICI bank my experience has been great while opening the account knowledgeable staff helpful service,2,2,4,fallback_support
parcel not received but delivery message sent,0,0,2,damage_lost
pathetic experience overall,1,1,4,fallback_support
delivery partner very kind and humble,2,2,4,fallback_support
fraud service cheaters,0,0,4,fallback_support
offensive language feedback,1,1,4,fallback_support
sandip bhai polte cooperative in deliver product,1,1,4,fallback_support
brilliant,1,1,4,fallback_support
parcel delayed despite reaching city had to collect from hub,0,0,0,delay
all ok for now,1,1,4,fallback_support
item broken in parcel,0,0,2,damage_lost
no return link available how to return,1,1,4,fallback_support
product quality below expectation,0,0,4,fallback_support
take too much time deliver orderdelayed delivery,0,0,0,delay
should provide delivery contact number,1,1,4,support
delivery partner rude misbehaved,0,0,3,behaviour
havent received parcel yet,1,1,4,fallback_support
very late delivery poor support,0,0,0,delay
good procedure,2,2,4,fallback_support
please provide phone number with shipment,1,1,4,fallback_support
courier not delivered to home,1,0,4,fallback_support
not received,0,0,2,damage_lost
pol,1,1,4,fallback_support
delivery demanded full ID proof suspicious behavior,1,1,4,fallback_support
delivery date missed repeated false messages,1,1,4,fallback_support
all is well,1,1,4,fallback_support
im happy,2,2,4,fallback_support
package delivered safely,2,2,4,fallback_support
not received but marked delivered,1,1,2,damage_lost
fraud website low quality watch no refund,0,0,7,refund
late delivery should avoid,1,0,0,delay
delivery service not good,0,0,4,fallback_support
order stuck near hub for half day,0,0,4,fallback_support
mera parcel day ke baad mila h wo bhi mujhe khud jana pda h courior centre,1,1,4,fallback_support
have not received any parcel,0,0,2,damage_lost
good bank and service,2,2,4,fallback_support
delivery correct suggestion to call before arrival,1,1,4,support
product does not fit phone,1,1,4,fallback_support
worst service regional delay,0,0,0,delay
bad,0,0,4,fallback_support
order not received but marked delivered,0,0,2,damage_lost
service,1,1,4,fallback_support
delivery tracking shows delivered but not received,0,0,2,damage_lost
make delivery more timely expected yesterday,1,1,4,fallback_support
very late delivery false premise closed update,0,0,0,delay
courier did not deliver card claimed no response twice,0,0,4,support
pathetic service,1,1,4,fallback_support
have not received my package,0,0,2,damage_lost
superb,2,2,4,fallback_support
your delivery agent throw rhe product call recording of what he say he accept he throw parcel he do that again what kind of behaviour this he didnt give my parcel my mother respectfully,0,0,4,support
delivery not received,1,1,2,damage_lost
on time delivery satisfied,1,1,4,fallback_support
please cancel product and contact immediately,1,1,4,support
day bad delivery slow service,0,0,0,delay
excellent,2,2,4,fallback_support
bad product scam,0,0,4,fallback_support
material not delivered,0,0,4,fallback_support
very nice service jai hind,2,2,4,fallback_support
parcel delivered late,1,0,0,delay
worst delivery experience received after one month,0,0,4,fallback_support
wrong product received refund required,0,0,7,refund
didnt receive at residence need clarification,1,1,4,fallback_support
delivery person call day ago,1,1,4,support
delivery marked delivered but parcel not received,0,0,2,damage_lost
card not delivered yet,0,0,4,fallback_support
fast delivery all update on time,2,2,4,fallback_support
request clearing old obligations otherwise service good,2,2,4,fallback_support
love agent behaviour,2,2,4,fallback_support
protein bar missing poor packing,0,0,4,fallback_support
please deliver medicine before evening,1,1,4,fallback_support
delivery person did not contact repeatedly,0,0,4,support
delivery boy not polite,0,0,3,behaviour
confusing communication difficult to connect,0,0,4,fallback_support
fast service,2,2,4,fallback_support
product delivered smoothly in good condition polite delivery boy,2,2,4,fallback_support
shipment not received,0,0,2,damage_lost
why parcel delivered to someone else,1,1,4,fallback_support
easy doorstep delivery process,1,1,4,fallback_support
sometimes local delay observed,1,0,0,delay
bad quality product,0,0,4,fallback_support
improve door step delivery,1,1,4,fallback_support
delivery partner well behave,1,1,4,fallback_support
product very bad want return,1,0,4,fallback_support
delivery service delayed 4 days for short distance unprofessional,0,0,0,delay
deliver within estimated date,1,1,4,fallback_support
please confirm address on call,1,1,4,support
delivery agent gave false assurance lied about delivery,0,0,4,fallback_support
delivery person rude cancelled order,0,0,3,behaviour
parcel not delivered for days staff not interested in delivery poor service not recommended,0,0,4,fallback_support
medicine refused without contact very bad service,0,0,4,support
it not deliver visit office pick up after long follow up pathetic service,0,0,4,fallback_support
parcel thrown into mud by delivery staff,0,0,4,fallback_support
service good fast but improve connectivity day by day,2,2,4,fallback_support
open box received broken bottle inside,0,0,2,damage_lost
tell your staff maintain some patience while have conversation,1,1,4,fallback_support
no query,1,1,4,fallback_support
cash payment issue,1,0,4,fallback_support
no delivery contact but parcel marked delivered unacceptable,0,0,4,support
different colour delivered,0,0,4,fallback_support
delivery on promised date appreciated,2,2,4,fallback_support
love polite behaviour of delivery agent,2,2,4,fallback_support
parcel given to unknown person,1,1,4,fallback_support
document delivered on time will recommend bluedart,2,2,4,fallback_support
need rural delivery improvement,1,1,4,fallback_support
home delivery preference,1,1,4,fallback_support
excellent prompt delivery communication,2,2,4,fallback_support
delivery slow,0,0,0,delay
very happy with delivery partner behaviour,2,2,4,fallback_support
prashant always polite and on time,2,2,4,fallback_support
let customer know exact delivery date instead of apologizing later,1,0,0,delay
delivery delayed by almost month,0,0,0,delay
try deliver next day,1,1,4,fallback_support
very bad delivery experience,0,0,4,fallback_support
delivery delayed compared to tracking date,0,0,0,delay
wrong order delivered very bad,0,0,4,fallback_support
excellent delivery behaviour thanks bluedart,1,2,4,fallback_support
do not receive parcel,0,0,4,fallback_support
delivery agent did not call before delivery,0,0,3,behaviour
yoyo honey singh,1,1,4,fallback_support
let delivery happen,1,1,4,fallback_support
my icici bank credit card not deliver,0,0,4,fallback_support
delivery very fast,2,2,4,fallback_support
on doorstep,1,1,4,fallback_support
delivery staff very rude and unprofessional language,0,0,3,behaviour
incorrect delivery details,1,1,4,fallback_support
account opening process is very fast,2,2,4,fallback_support
minimal call deliver at st floor,1,1,4,support
it is okay overall,1,1,4,fallback_support
deliver product properly,1,1,4,fallback_support
no call from delivery executive,1,1,3,behaviour
receive product in good condition on time quality excellent,2,2,4,fallback_support
very bad delivery,0,0,4,fallback_support
delivery agent number should be shared,1,1,4,fallback_support
partner did not contact me,1,1,4,support
it show out for delivery since last day but in track it show customer refuse a no one come deliver or even contact me for delivery pathetic service,0,0,5,tracking
no regret satisfied,2,2,4,fallback_support
do not receive my parcel,0,0,4,fallback_support
very good delivery service by team,2,2,4,fallback_support
low quality product,0,0,4,fallback_support
excellent delivery service keep it up,2,2,4,fallback_support
late delivery but resolved after contacting customer care,1,0,0,delay
product damaged perfume bottle empty,0,0,2,damage_lost
share delivery time slot,1,1,4,fallback_support
return request raised,1,1,4,fallback_support
service bad overall,1,0,4,fallback_support
nice behaviour by staff,2,2,4,fallback_support
thanks for support,2,2,4,support
veery rude staff they call all people pic parcel in office why we go office for pic where delivery partner why he not delivery,0,0,3,behaviour
parcel left with security without informing,1,1,4,fallback_support
delivery boy conversation rude,0,0,3,behaviour
nice service and good delivery person,2,2,4,fallback_support
parcel marked not available without call,0,0,4,support
provide RTO paperwork fast,1,1,4,fallback_support
alternate number otp option required,1,1,4,fallback_support
your delivery lovely,2,2,4,fallback_support
open package delivery suggestion,1,1,4,fallback_support
very rude delivery partner no patience,0,0,3,behaviour
parcel left on doorstep without informing,1,1,4,fallback_support
parcel delivered to wrong location,0,0,1,wrong_delivery
false address remarks never call customer,0,0,4,support
it good service,2,2,4,fallback_support
delivery boy collected money despite prepaid order,0,0,4,fallback_support
delivered after weeks forced pickup,1,1,4,fallback_support
delivery time not met poor service,0,0,4,fallback_support
courier boy behaved unprofessionally refused office delivery,0,0,3,behaviour
effective reliable delivery parcel also well deliver on time too thankyou bhaiya,2,2,4,fallback_support
abusive language very poor service,0,0,4,fallback_support
delivered one day late,1,0,0,delay
Plz make sure ur deliver boy can read d board on houses he cant read an English name on house,1,1,4,fallback_support
online account management improvement suggestion,1,1,4,fallback_support
delivery staff lacks basic manners very poor,0,0,4,fallback_support
received wrong product want correct item,0,0,4,fallback_support
bank commission suggestion,1,1,4,fallback_support
professional service,2,2,4,fallback_support
courier not delivered,0,0,4,fallback_support
delivery one day late,0,0,0,delay
very rude staff,0,0,3,behaviour
delivery related feedback,1,0,0,delay
stitching defect inner pocket torn,0,0,2,damage_lost
delivery boy very polite good service,2,2,4,fallback_support
worst experience ever,1,0,4,fallback_support
Already said in first option in details please check,1,1,4,fallback_support
