text,industry,sentiment,customer_intent,primary_aspect,aspect_flag,aspect_sentiment,emotion,priority,primary_aspect_name
kotak bank service not available in small city,logistics,0,0,7,fallback_support,1,0,1,service_quality
fake delivery item not received,logistics,0,0,7,damage_lost,0,4,3,service_quality
super service,logistics,1,1,7,fallback_support,1,0,0,service_quality
mujhse nhi chaiye ye,logistics,1,1,7,fallback_support,1,0,0,service_quality
sunil extremely efficient,logistics,2,2,7,fallback_support,2,1,0,service_quality
delivery delayed beyond expected date,logistics,0,0,0,delay,0,3,2,delivery_failures
delivery person handled parcel carefully,logistics,2,2,7,fallback_support,2,1,0,service_quality
not good delivery experience,logistics,0,0,7,fallback_support,2,1,1,service_quality
delivery partner good behaviour,logistics,1,2,7,behaviour,2,1,0,service_quality
not delivered no call wrong status shown,logistics,0,0,0,behaviour,0,3,2,delivery_failures
delivery agent rude elevator issue unacceptable,logistics,0,0,2,behaviour,0,3,2,agent_behaviour
very late delivery worst,logistics,0,0,0,delay,0,3,2,delivery_failures
receive incorrect product,logistics,1,1,7,fallback_support,0,0,0,service_quality
nice product fast delivery service,logistics,2,2,7,fallback_support,2,1,0,service_quality
delivery too swift and smooth,logistics,1,2,7,fallback_support,2,0,0,service_quality
does not wait even one minute rude delivery,logistics,0,0,2,behaviour,0,3,2,agent_behaviour
im not happy cheap quality different item,logistics,0,0,7,fallback_support,2,1,1,service_quality
important shipment delivered late with no communication unacceptable service,logistics,0,0,0,delay,0,3,2,delivery_failures
very good delivery,logistics,2,2,7,fallback_support,2,1,0,service_quality
great delivery experience,logistics,2,2,7,fallback_support,2,1,0,service_quality
excellent timely service,logistics,2,2,7,fallback_support,2,1,0,service_quality
thank you for prompt safe delivery of my order your hard work very much appreciate,logistics,2,2,7,fallback_support,2,1,0,service_quality
want to return,logistics,1,1,7,refund,1,0,0,service_quality
very good delivery service,logistics,2,2,7,fallback_support,2,1,0,service_quality
account frozen need help,logistics,0,0,7,fallback_support,1,0,1,service_quality
delivered later than expected but okay,logistics,1,0,0,delay,0,0,1,delivery_failures
please hire delivery boy who knows the area,logistics,0,0,7,fallback_support,1,0,1,service_quality
very nice app fast service,logistics,2,2,7,fallback_support,2,1,0,service_quality
parcel thrown near wrong building unacceptable,logistics,0,0,1,wrong_delivery,0,3,2,wrong_delivery
delivery without OTP or recipient verification,logistics,0,0,7,fallback_support,1,0,1,service_quality
parcel delivered to wrong person,logistics,0,0,1,wrong_delivery,0,3,2,wrong_delivery
delivery to wrong person serious concern,logistics,0,0,1,fallback_support,0,3,2,wrong_delivery
request fast delivery and contact number,logistics,1,1,7,support,2,0,0,service_quality
delivery system good contact issue resolved otp appreciated,logistics,2,0,7,support,0,1,0,service_quality
quality service appreciated,logistics,2,2,7,fallback_support,2,1,0,service_quality
parcel delivered to different address without OTP,logistics,1,1,7,fallback_support,1,0,0,service_quality
all great,logistics,2,2,7,fallback_support,2,1,0,service_quality
fake product,logistics,1,1,7,fallback_support,0,0,0,service_quality
different product delivered,logistics,0,0,7,fallback_support,1,0,1,service_quality
product missing packaging poor,logistics,0,0,7,damage_lost,0,4,3,service_quality
finally delivered at doorstep,logistics,1,1,7,fallback_support,1,0,0,service_quality
account opening easy and hassle free,logistics,2,2,7,fallback_support,2,1,0,service_quality
Fix or close my account asap waste of time,logistics,0,0,7,fallback_support,1,0,1,service_quality
smooth delivery polite behaviour,logistics,2,2,7,behaviour,2,1,0,service_quality
false status marked consignee not available delivery delayed without call,logistics,0,0,0,delay,0,3,2,delivery_failures
didnt receive it,logistics,1,1,7,fallback_support,1,0,0,service_quality
delivery staff never contacted had to visit office myself,logistics,1,1,7,support,1,0,0,service_quality
good natured delivery person,logistics,2,2,7,fallback_support,2,1,0,service_quality
instruction manual requested in Hindi and English,logistics,1,1,7,fallback_support,1,0,0,service_quality
fast delivery polite delivery agent,logistics,2,2,7,fallback_support,2,1,0,service_quality
worst ever service,logistics,0,0,7,fallback_support,0,3,2,service_quality
polite delivery boy good experience,logistics,2,2,7,fallback_support,2,1,0,service_quality
love the service,logistics,2,2,7,fallback_support,2,1,0,service_quality
please return my parcel,logistics,1,1,7,refund,1,0,0,service_quality
amazing,logistics,2,2,7,fallback_support,2,1,0,service_quality
delivery met expectations,logistics,1,1,7,fallback_support,1,0,0,service_quality
service very slow,logistics,0,0,7,fallback_support,0,3,2,service_quality
satisfied,logistics,2,2,7,fallback_support,2,1,0,service_quality
extremely poor service fake premise close updates,logistics,0,0,7,fallback_support,0,3,2,service_quality
super,logistics,1,1,7,fallback_support,1,0,0,service_quality
everything good,logistics,2,2,7,fallback_support,2,1,0,service_quality
great delivery within time very glad receive this percel,logistics,2,2,7,fallback_support,2,1,0,service_quality
Thanks Mrs. PREETY SACHDEVA for your Kind support,logistics,2,2,7,support,2,1,0,service_quality
too good service and environment,logistics,2,2,7,fallback_support,2,1,0,service_quality
update account type request,logistics,1,1,7,fallback_support,1,0,0,service_quality
service always customer friendly,logistics,2,2,7,fallback_support,2,1,0,service_quality
took days to find address,logistics,1,1,7,fallback_support,1,0,0,service_quality
prioritise same day delivery once reached hub,logistics,1,1,7,fallback_support,1,0,0,service_quality
delivery delay by one day,logistics,1,0,0,delay,0,2,2,delivery_failures
very bad experience due delivery of my product,logistics,0,0,7,fallback_support,0,3,2,service_quality
received wrong order,logistics,0,0,7,fallback_support,0,3,2,service_quality
everything gud,logistics,1,1,7,fallback_support,1,0,0,service_quality
fast smooth service thank you,logistics,2,2,7,fallback_support,2,1,0,service_quality
one of best courier services,logistics,2,2,7,fallback_support,2,1,0,service_quality
no pickup details company tied with fraud sellers,logistics,0,0,7,fallback_support,1,4,3,service_quality
great track information consignment status your client otp mention in message but it not reach till nowoverall experience good,logistics,2,2,4,tracking,1,1,0,tracking_updates
sunday no delivery attempt,logistics,1,1,7,fallback_support,1,0,0,service_quality
very bad service yours,logistics,0,0,7,fallback_support,0,3,2,service_quality
fake order scam,logistics,0,0,7,fallback_support,0,4,3,service_quality
goid,logistics,1,1,7,fallback_support,1,0,0,service_quality
satisfied with service,logistics,1,1,7,fallback_support,2,1,0,service_quality
very good nice service,logistics,2,2,7,fallback_support,2,1,0,service_quality
order marked delivered but not received no call made,logistics,0,0,2,damage_lost,0,4,3,agent_behaviour
do not ask for otp,logistics,1,1,7,fallback_support,1,0,0,service_quality
order received,logistics,1,1,7,fallback_support,1,0,0,service_quality
nothing thank you,logistics,1,2,7,fallback_support,2,0,0,service_quality
overall account experience excellent with strong app and services,logistics,2,2,7,fallback_support,2,1,0,service_quality
grateful for service parcel received successfully,logistics,2,2,7,fallback_support,2,1,0,service_quality
please do work on time,logistics,1,1,7,fallback_support,2,0,0,service_quality
do not receive parcel at all,logistics,0,0,7,fallback_support,1,0,1,service_quality
mis-selling by employee want to close account,logistics,0,0,7,fallback_support,1,0,1,service_quality
disgusting service,logistics,0,0,7,fallback_support,1,0,1,service_quality
delivery wrong location,logistics,0,0,1,wrong_delivery,0,3,2,wrong_delivery
already better than others keep it up,logistics,2,2,7,fallback_support,2,1,0,service_quality
overall nice service,logistics,2,2,7,fallback_support,2,1,0,service_quality
did not receive parcel,logistics,0,0,7,damage_lost,0,4,3,service_quality
delivery guy very rude,logistics,0,0,2,behaviour,0,3,2,agent_behaviour
damaged product received,logistics,0,0,5,damage_lost,0,4,3,damaged_package
package not received,logistics,1,1,7,damage_lost,0,0,0,service_quality
please correct my name on parcel,logistics,1,1,7,fallback_support,1,0,0,service_quality
good patience by delivery person,logistics,2,2,7,fallback_support,2,1,0,service_quality
extremely late delivery with false reasons unacceptable,logistics,0,0,0,delay,0,3,2,delivery_failures
ho,logistics,1,1,7,fallback_support,1,0,0,service_quality
cover totally torn due to bad handling,logistics,0,0,5,damage_lost,0,4,3,damaged_package
stupendous service,logistics,2,2,7,fallback_support,2,1,0,service_quality
best service,logistics,1,1,7,fallback_support,1,0,0,service_quality
very very bad service unexpected,logistics,0,0,7,fallback_support,0,3,2,service_quality
wrong item delivered,logistics,0,0,7,fallback_support,0,3,2,service_quality
accurate,logistics,1,1,7,fallback_support,1,0,0,service_quality
service perfect,logistics,1,2,7,fallback_support,2,0,0,service_quality
product size too small,logistics,1,1,7,fallback_support,1,0,0,service_quality
package tampered hole found,logistics,1,1,5,damage_lost,1,0,0,damaged_package
did not receive any courier,logistics,0,0,7,damage_lost,0,4,3,service_quality
parcel not deliver but msg receive with deliver,logistics,0,0,7,fallback_support,1,0,1,service_quality
delivery person call 1 km away collect parcel,logistics,1,1,7,support,1,0,0,service_quality
delivery boy polite and respectful,logistics,2,2,7,fallback_support,2,1,0,service_quality
fake delivery attempt improve system,logistics,1,1,7,fallback_support,0,0,0,service_quality
prompt delivery everything perfect,logistics,2,2,7,fallback_support,2,1,0,service_quality
missing item in box,logistics,1,0,7,damage_lost,0,0,0,service_quality
nice work delivery staff,logistics,2,2,7,fallback_support,2,1,0,service_quality
delay parcel without any reason worst service,logistics,0,0,0,delay,0,3,2,delivery_failures
service well,logistics,2,2,7,fallback_support,2,1,0,service_quality
very rude staff behaviour,logistics,0,0,2,behaviour,0,3,2,agent_behaviour
pathetic service false update incompetent staff,logistics,0,0,7,fallback_support,1,0,1,service_quality
do not deliver my address need travel km pick my order,logistics,0,0,7,fallback_support,1,0,1,service_quality
delivery executive rude and impolite behaviour unacceptable,logistics,0,0,2,behaviour,0,3,2,agent_behaviour
parcel left outside house,logistics,1,1,7,fallback_support,1,0,0,service_quality
great job thank you,logistics,2,2,7,fallback_support,2,1,0,service_quality
polite behaviour,logistics,1,1,7,behaviour,2,0,0,service_quality
delivery guy unprofessional rude manners,logistics,0,0,2,behaviour,0,3,2,agent_behaviour
delivery person very cooperative service good called for address,logistics,2,2,7,support,2,1,0,service_quality
delivery boy misbehaved on call,logistics,0,0,2,behaviour,1,0,2,agent_behaviour
wrong cheap product delivered no return option provided,logistics,0,0,7,refund,0,4,3,service_quality
many improvement areas,logistics,1,1,7,fallback_support,1,0,0,service_quality
please create bluedart mobile app,logistics,1,1,7,fallback_support,1,0,0,service_quality
very bad service delivery agent attitude very arrogant rude reason for non delivery on incorrect overall this isnt expect from repute company such a blue dart,logistics,0,0,2,behaviour,0,3,2,agent_behaviour
all fine overall,logistics,1,1,7,fallback_support,1,0,0,service_quality
account opening seamless experience,logistics,2,2,7,fallback_support,2,1,0,service_quality
have reject this delivery first time delivery boy again come delivery without my consent because have some other shipment also come from bluedart he ask me otp an give it now suffer loss because accord shipper policy on accepted this can not refund,logistics,0,0,7,refund,0,4,3,service_quality
delivery not receive,logistics,1,1,7,fallback_support,1,0,0,service_quality
delivery boy misbehaved,logistics,0,0,2,behaviour,1,0,2,agent_behaviour
delivery boy rude,logistics,0,0,2,behaviour,0,3,2,agent_behaviour
self received parcel,logistics,1,1,7,fallback_support,1,0,0,service_quality
delivery agent provided good polite service,logistics,2,2,7,fallback_support,2,1,0,service_quality
top class service,logistics,2,2,7,fallback_support,2,1,0,service_quality
KYC problem,logistics,1,0,7,fallback_support,0,0,0,service_quality
pathetic experience with service quality,logistics,1,1,7,fallback_support,1,0,0,service_quality
ok best service,logistics,1,1,7,fallback_support,1,0,0,service_quality
charged extra money by delivery agent without reason,logistics,0,0,6,pricing,1,0,0,payment_issues
good communications and response,logistics,2,2,7,fallback_support,2,1,0,service_quality
delivery partner misbehaviour issue,logistics,1,0,7,behaviour,0,0,0,service_quality
delivery agent should speak basic english,logistics,1,1,7,fallback_support,1,0,0,service_quality
they havent call me delievered someone dont even know,logistics,1,1,7,support,1,0,0,service_quality
extra money taken by delivery person,logistics,0,0,7,fallback_support,1,0,1,service_quality
delivery partner behavior very poor service delayed by days never recommend bluedart,logistics,0,0,0,delay,0,3,2,delivery_failures
delivery boy did not wait for signature,logistics,0,0,7,fallback_support,1,0,1,service_quality
consignment urgent but delivered late,logistics,1,0,0,delay,0,0,1,delivery_failures
delivery delayed due to misrouting,logistics,1,0,0,delay,0,2,2,delivery_failures
delivery boy ajit kumar very good service,logistics,2,2,7,fallback_support,2,1,0,service_quality
professional and polite delivery experience,logistics,2,2,7,fallback_support,2,1,0,service_quality
delivery delayed and delivery partner falsely claimed address was wrong and nobody was available very rude unacceptable never recommend bluedart,logistics,0,0,0,delay,0,3,2,delivery_failures
receive,logistics,1,1,7,fallback_support,1,0,0,service_quality
delivery fast but wrong area reached had to collect,logistics,0,0,7,wrong_delivery,0,3,2,service_quality
shipment marked delivered but not received,logistics,0,0,7,damage_lost,0,4,3,service_quality
order delivered very late extremely unhappy,logistics,0,0,0,delay,0,3,2,delivery_failures
early delivery,logistics,2,2,7,fallback_support,2,1,0,service_quality
product looks better in photo,logistics,1,1,7,fallback_support,1,0,0,service_quality
product ordered different received different,logistics,1,1,7,fallback_support,1,0,0,service_quality
wrong damaged product delivered cheat,logistics,0,0,5,damage_lost,0,4,3,damaged_package
delivery executive arrogant behaviour,logistics,0,0,7,behaviour,1,0,2,service_quality
read my name properly,logistics,1,1,7,fallback_support,1,0,0,service_quality
parcel not given no call unclear delivery,logistics,0,0,2,behaviour,1,0,2,agent_behaviour
process very easy and quick,logistics,2,2,7,fallback_support,2,1,0,service_quality
take time reach me but packaging really worth it love your effort for me,logistics,2,2,7,fallback_support,2,1,0,service_quality
delivery attempted marked consignee unavailable falsely,logistics,0,0,7,fallback_support,1,0,1,service_quality
on time delivery good service,logistics,2,2,7,fallback_support,2,1,0,service_quality
very bad behaviour of delivery agent,logistics,0,0,7,behaviour,0,3,2,service_quality
not delivered in hand,logistics,1,0,0,fallback_support,0,0,0,delivery_failures
stop harassing for feedback calls,logistics,0,0,7,pricing,1,0,0,service_quality
faster delivery compared to ekart,logistics,2,2,7,fallback_support,2,1,0,service_quality
excilent,logistics,1,1,7,fallback_support,1,0,0,service_quality
we havent receive parcel,logistics,0,0,7,fallback_support,1,0,1,service_quality
empty package received,logistics,0,0,7,fallback_support,1,0,1,service_quality
good service ankit,logistics,2,2,7,fallback_support,2,1,0,service_quality
delivery person confirmed address on call,logistics,2,2,7,support,2,1,0,service_quality
totally unprofessional behavior,logistics,0,0,2,behaviour,0,3,2,agent_behaviour
promise date not kept no contact,logistics,1,0,7,support,1,0,0,service_quality
horrible service,logistics,0,0,7,fallback_support,1,0,1,service_quality
not delivered to my address asked to collect from office status falsely updated as consignee not available bad service,logistics,0,0,0,fallback_support,0,3,2,delivery_failures
extreme delay by courier,logistics,0,0,0,delay,0,3,2,delivery_failures
happy with idfc,logistics,2,2,7,fallback_support,2,1,0,service_quality
currently all good,logistics,2,2,7,fallback_support,2,1,0,service_quality
delivery boy didnt come home collected from warehouse,logistics,1,1,7,fallback_support,1,0,0,service_quality
very happy with service,logistics,2,2,7,fallback_support,2,1,0,service_quality
order not delivered to address,logistics,0,0,0,fallback_support,0,3,2,delivery_failures
wrong address confusion delivery staff rude,logistics,0,0,1,wrong_delivery,0,3,2,wrong_delivery
never order this item want refund,logistics,0,0,7,refund,0,4,3,service_quality
delivery agent rude and unprofessional,logistics,0,0,2,behaviour,0,3,2,agent_behaviour
super,logistics,2,2,7,fallback_support,2,1,0,service_quality
excellent service despite address issue,logistics,2,0,7,fallback_support,0,1,0,service_quality
timely delivery good service,logistics,2,2,7,fallback_support,2,1,0,service_quality
critical bank document marked delivered but not received,logistics,1,1,7,damage_lost,0,0,0,service_quality
didnt receive any consignment,logistics,0,0,4,tracking,1,0,0,tracking_updates
delivery not accepted by me,logistics,1,1,7,fallback_support,1,0,0,service_quality
package box damage,logistics,1,0,7,damage_lost,1,0,0,service_quality
delivery staff timing unpredictable,logistics,1,1,7,fallback_support,1,0,0,service_quality
request call before coming no call,logistics,1,1,2,behaviour,1,0,0,agent_behaviour
no one called me before delivery,logistics,0,0,7,support,1,0,1,service_quality
cooperative only as per customer,logistics,1,1,7,fallback_support,1,0,0,service_quality
communication good,logistics,2,2,7,fallback_support,2,1,0,service_quality
delivery executive very rude unprofessional delivery address my office,logistics,0,0,2,behaviour,0,3,2,agent_behaviour
order dispatch confusion,logistics,1,1,7,fallback_support,1,0,0,service_quality
fjc,logistics,1,1,7,fallback_support,1,0,0,service_quality
very late delivery receive,logistics,0,0,0,delay,0,3,2,delivery_failures
perfect timing delivery,logistics,2,2,7,fallback_support,2,1,0,service_quality
status shows delivered to unknown person,logistics,0,0,7,fallback_support,1,0,1,service_quality
delivery do,logistics,1,1,7,fallback_support,1,0,0,service_quality
hello sir delivery nahi mila hai,logistics,1,1,7,fallback_support,1,0,0,service_quality
call before reaching address suggested,logistics,1,1,7,support,1,0,0,service_quality
not this time,logistics,0,0,7,fallback_support,1,0,1,service_quality
credit card not delivered yet,logistics,0,0,0,delay,0,3,2,delivery_failures
shipment marked delivered to unknown person,logistics,0,0,7,fallback_support,1,0,1,service_quality
fast delivery polite behaviour,logistics,2,2,7,behaviour,2,1,0,service_quality
item not delivered,logistics,0,0,0,fallback_support,0,3,2,delivery_failures
delayed by one day,logistics,0,0,0,delay,0,3,2,delivery_failures
office staff disappointing,logistics,0,0,7,fallback_support,1,0,1,service_quality
"I opened my account at 28 March 2025, after 9 days I didn't receive my ATM card and cheque book. 
",logistics,1,1,7,fallback_support,1,0,0,service_quality
bad person rude delivery boy,logistics,0,0,2,behaviour,0,3,2,agent_behaviour
absolutely best,logistics,2,2,7,fallback_support,2,1,0,service_quality
parcel delivered to wrong address,logistics,0,0,1,wrong_delivery,0,3,2,wrong_delivery
delivery not at home,logistics,1,1,7,fallback_support,1,0,0,service_quality
wrong order received need return,logistics,0,0,7,refund,0,4,3,service_quality
delivery agent behaviour rude unacceptable,logistics,0,0,2,behaviour,0,3,2,agent_behaviour
no ideas,logistics,1,1,7,fallback_support,1,0,0,service_quality
Hlo good morning my account is freezing,logistics,0,0,7,fallback_support,2,1,1,service_quality
delivery of critical medicine delayed unacceptable,logistics,0,0,0,delay,0,3,2,delivery_failures
minor delay but parcel received fine,logistics,1,0,0,delay,0,2,2,delivery_failures
package delayed without information,logistics,1,0,0,delay,0,2,2,delivery_failures
late delivery issue,logistics,1,0,0,delay,0,0,1,delivery_failures
order delivered to watchman without delivery code,logistics,0,0,7,fallback_support,1,0,1,service_quality
bad quality product not worth payment,logistics,0,0,7,fallback_support,0,3,2,service_quality
delivery time needs improvement,logistics,1,1,7,fallback_support,1,0,0,service_quality
wrong quantity received,logistics,1,0,7,fallback_support,0,0,0,service_quality
tracking good delivery smooth,logistics,2,2,4,tracking,1,1,0,tracking_updates
one of best service bluedart,logistics,2,2,7,fallback_support,2,1,0,service_quality
good service experience,logistics,2,2,7,fallback_support,2,1,0,service_quality
generally reliable service,logistics,1,1,7,fallback_support,1,0,0,service_quality
worst experience ever,logistics,0,0,7,fallback_support,0,3,2,service_quality
delivery boy respectful service good,logistics,2,2,7,fallback_support,2,1,0,service_quality
late delivery no customer care support language issue,logistics,0,0,0,delay,0,3,2,delivery_failures
confirm consignee availability before delivery,logistics,1,1,7,fallback_support,1,0,0,service_quality
delivery at door requested,logistics,1,1,7,fallback_support,1,0,0,service_quality
thank you bhaiya,logistics,2,2,7,fallback_support,2,1,0,service_quality
fuck off bitch,logistics,0,0,7,fallback_support,1,0,1,service_quality
your represenative deliver medicine by delay of day give wrong feed back a office close but there residence not office very bad service at chandigarh,logistics,0,0,0,delay,0,3,2,delivery_failures
poor fabric quality for price,logistics,1,1,7,fallback_support,0,0,0,service_quality
bad product and bad service,logistics,0,0,7,fallback_support,0,3,2,service_quality
order not received after payment,logistics,0,0,7,damage_lost,0,4,3,service_quality
do not receive my product then how could rate you make payment but not yet receive,logistics,0,0,7,fallback_support,1,0,1,service_quality
product not delivered but feedback message sent,logistics,1,0,0,pricing,0,0,0,delivery_failures
awesome packaging well handled,logistics,2,2,7,fallback_support,2,1,0,service_quality
please call before reaching delivery location,logistics,1,1,7,support,1,0,0,service_quality
delivery partner called before arrival,logistics,2,2,7,support,2,1,0,service_quality
shipment delivered today,logistics,1,1,7,fallback_support,1,0,0,service_quality
shipment delayed and returned after long time,logistics,1,0,0,delay,0,2,2,delivery_failures
delivery executive polite and knowledgeable,logistics,2,2,7,fallback_support,2,1,0,service_quality
third class product quality fraud complaint,logistics,1,1,7,support,0,4,3,service_quality
delivery guy very kind polite good experience,logistics,2,2,7,fallback_support,2,1,0,service_quality
awesome fast delivery,logistics,2,2,7,fallback_support,2,1,0,service_quality
shipment not received,logistics,1,1,7,damage_lost,0,0,0,service_quality
experienced staff,logistics,1,1,7,fallback_support,1,0,0,service_quality
excellent customer service quality,logistics,2,2,7,support,2,1,0,service_quality
product defective want return policy,logistics,1,1,7,refund,1,0,0,service_quality
false delivery attempt updated twice,logistics,0,0,7,fallback_support,1,0,1,service_quality
fake company empty bottle received,logistics,0,0,7,fallback_support,0,3,2,service_quality
didnt receive product but marked delivered,logistics,0,0,7,fallback_support,1,0,1,service_quality
product not delivered complaint requested,logistics,0,0,0,support,0,3,2,delivery_failures
bahut hi achcha hai,logistics,1,1,7,fallback_support,1,0,0,service_quality
advance delivery information needed,logistics,1,1,7,fallback_support,1,0,0,service_quality
parcel not received please confirm,logistics,1,1,7,damage_lost,0,0,0,service_quality
Keep up and donât shut down thatâs all I say.. i want to do business and be a loyal customer with you guys and in coming future Iâll be having millions and billions in it so.. keep progressing ,logistics,2,2,7,fallback_support,2,1,0,service_quality
outstanding service,logistics,2,2,7,fallback_support,2,1,0,service_quality
no door delivery had to go office,logistics,1,1,7,fallback_support,1,0,0,service_quality
delivery not done marked incorrect address wrongly,logistics,0,0,0,fallback_support,0,3,2,delivery_failures
cool and courteous delivery person,logistics,2,2,7,fallback_support,2,4,3,service_quality
parcel not delivered to me or family,logistics,0,0,0,fallback_support,0,3,2,delivery_failures
delivery boy asked extra money,logistics,1,1,7,fallback_support,1,0,0,service_quality
order delivered very late after month,logistics,1,0,0,delay,0,0,1,delivery_failures
great,logistics,1,2,7,fallback_support,2,1,0,service_quality
staff behaviour needs improvement,logistics,1,1,7,behaviour,1,0,0,service_quality
soft spoken decent delivery person,logistics,2,2,7,fallback_support,2,1,0,service_quality
no one called for delivery,logistics,1,1,7,support,1,0,0,service_quality
passbook should be delivered with debit card,logistics,1,1,7,fallback_support,1,0,0,service_quality
fast polite delivery agent,logistics,2,2,7,fallback_support,2,1,0,service_quality
on tym deliver,logistics,1,1,7,fallback_support,1,0,0,service_quality
extremely poor service never recommend,logistics,0,0,7,fallback_support,0,3,2,service_quality
company pressuring for deposit unfair behaviour,logistics,0,0,7,behaviour,1,0,2,service_quality
quick service,logistics,1,1,7,fallback_support,2,0,0,service_quality
not received any parcel,logistics,0,0,7,damage_lost,0,4,3,service_quality
card delivered without otp serious issue,logistics,0,0,7,fallback_support,0,3,2,service_quality
item not deliver,logistics,0,0,7,fallback_support,1,0,1,service_quality
your deliveryman very rude towards me senior lady and cancelled order without my consent,logistics,0,0,2,behaviour,0,3,2,agent_behaviour
same issue as today,logistics,1,0,7,fallback_support,0,0,0,service_quality
upi related query,logistics,1,0,0,delay,0,0,1,delivery_failures
yeola bluedart very pathetic false delivery updates,logistics,0,0,7,fallback_support,1,0,1,service_quality
tracking should show stagewise parcel journey,logistics,1,1,4,tracking,1,0,1,tracking_updates
received without much follow up,logistics,1,1,3,support,1,2,1,customer_support
courier service very poor courier person never called and talked rudely,logistics,0,0,2,behaviour,0,3,2,agent_behaviour
delivery person forced gate pickup,logistics,0,0,7,fallback_support,1,0,1,service_quality
did not receive debit card only cheque book,logistics,0,0,7,damage_lost,0,4,3,service_quality
wrong size and wrong product received,logistics,0,0,7,fallback_support,0,3,2,service_quality
delivery person behaviour was very rude and disrespectful,logistics,0,0,2,behaviour,0,3,2,agent_behaviour
marked delivered but not received,logistics,0,0,7,damage_lost,0,4,3,service_quality
received order successfully,logistics,1,1,7,fallback_support,1,0,0,service_quality
product quality very different from image,logistics,0,0,7,fallback_support,1,0,1,service_quality
parcel reached doorstep correctly,logistics,2,2,7,fallback_support,2,1,0,service_quality
very happy with bank services,logistics,2,2,7,fallback_support,2,1,0,service_quality
guy did not hand over my order,logistics,0,0,7,fallback_support,1,0,1,service_quality
urgent document courier not received,logistics,1,1,7,damage_lost,0,0,0,service_quality
retain product request,logistics,1,1,7,fallback_support,1,0,0,service_quality
on time excellent service,logistics,2,2,7,fallback_support,2,1,0,service_quality
delivery info should be shared prior day,logistics,1,1,7,fallback_support,1,0,0,service_quality
already well,logistics,1,1,7,fallback_support,1,0,0,service_quality
parcel marked delivered but not delivered,logistics,0,0,0,fallback_support,0,3,2,delivery_failures
not received this package,logistics,1,1,7,damage_lost,0,0,0,service_quality
open branch in my area,logistics,1,1,7,fallback_support,1,0,0,service_quality
nice behaviour,logistics,2,2,7,behaviour,2,1,0,service_quality
best experience,logistics,2,2,7,fallback_support,2,1,0,service_quality
Bank Executive Pradnya Dhotre knowledge and guidance in account opening was best,logistics,1,1,7,fallback_support,1,0,0,service_quality
parcel delivered without confirmation,logistics,0,0,7,fallback_support,1,0,1,service_quality
you must better,logistics,1,1,7,fallback_support,1,0,0,service_quality
no return refund option poor,logistics,0,0,7,refund,0,4,3,service_quality
timely service cordial delivery boy,logistics,2,2,7,fallback_support,2,1,0,service_quality
language used by delivery person not good,logistics,0,0,7,fallback_support,2,1,1,service_quality
quick fast delivery delivery guy very polite gentle,logistics,2,2,7,fallback_support,2,1,0,service_quality
very poor intercity delay,logistics,0,0,0,delay,0,3,2,delivery_failures
keep discipline employee sometimes they reject order by themselves,logistics,1,1,7,fallback_support,1,0,0,service_quality
product damaged,logistics,0,0,5,damage_lost,0,4,3,damaged_package
route map clarity needed,logistics,1,1,7,fallback_support,1,0,0,service_quality
parcel delivered to someone else,logistics,0,0,1,fallback_support,1,0,1,wrong_delivery
fast delivery polite delivery boy,logistics,2,2,7,fallback_support,2,1,0,service_quality
wrong delivery date commitment,logistics,1,0,1,fallback_support,0,3,2,wrong_delivery
please update app with correct delivery status,logistics,1,1,7,fallback_support,1,0,0,service_quality
do not get parcel,logistics,1,1,7,fallback_support,1,0,0,service_quality
open box delivery concern,logistics,1,1,7,fallback_support,1,2,1,service_quality
collected from warehouse,logistics,0,0,7,fallback_support,1,0,1,service_quality
had to pick parcel myself,logistics,1,1,7,fallback_support,1,0,0,service_quality
excellent work,logistics,2,2,7,fallback_support,2,1,0,service_quality
nic,logistics,1,1,7,fallback_support,1,0,0,service_quality
delivery agent very good,logistics,2,2,7,fallback_support,2,1,0,service_quality
it already best,logistics,2,2,7,fallback_support,2,1,0,service_quality
order received damaged,logistics,0,0,5,damage_lost,0,4,3,damaged_package
parcel returned saying wrong pincode even though pincode was correct customer asked to contact care,logistics,0,0,7,refund,0,4,3,service_quality
not delivered at doorstep despite request,logistics,1,0,0,fallback_support,0,0,0,delivery_failures
thank you debabrata da,logistics,1,2,7,fallback_support,2,0,0,service_quality
there undue delay in delivery there no communication for delay,logistics,0,0,0,delay,0,3,2,delivery_failures
fake express delivery false attempt updates and repeated follow ups required,logistics,0,0,3,support,0,3,2,customer_support
delivery not done on scheduled date falsely marked closed,logistics,0,0,0,fallback_support,1,0,1,delivery_failures
order not delivered forced branch pickup,logistics,0,0,0,fallback_support,0,3,2,delivery_failures
received proper item,logistics,2,2,7,fallback_support,2,1,0,service_quality
one product miss,logistics,1,1,7,fallback_support,1,0,0,service_quality
wrong product delivered please return,logistics,1,0,7,refund,0,0,0,service_quality
very suitably delivered,logistics,2,2,7,fallback_support,2,1,0,service_quality
happy with bluedart delivery associate,logistics,2,2,7,fallback_support,2,1,0,service_quality
parcel not received even after providing OTP,logistics,0,0,7,damage_lost,0,4,3,service_quality
delivery person did not call wrong address shown,logistics,0,0,1,wrong_delivery,0,3,2,wrong_delivery
send otp before payment,logistics,1,1,7,fallback_support,1,0,0,service_quality
